行业类型,日期1,有功功率最大值（kw）,有功功率最小值（kw）,最高温度,最低温度,白天风力风向,夜晚风力风向,天气1,天气2
普通工业,2019-12-15,5634.8418,3028.0536,26,15,1,1,3.0,3.0
普通工业,2019-12-16,7532.6778,3288.8493,25,19,1,1,5.0,5.0
普通工业,2019-12-17,7722.429,3322.4511,26,19,1,1,3.0,3.0
普通工业,2019-12-18,8210.2152,3299.4990000000007,27,16,1,1,3.0,8.0
普通工业,2019-12-19,7701.1815,3487.7697,15,13,5,5,5.0,5.0
普通工业,2019-12-20,7710.5943,3368.4861,20,13,1,1,5.0,3.0
普通工业,2019-12-21,5800.7805,3176.4846,19,13,1,1,5.0,5.0
普通工业,2019-12-22,5193.1404,3080.9163,22,16,1,1,5.0,3.0
普通工业,2019-12-23,7386.9093,2973.7737,23,15,1,1,3.0,8.0
普通工业,2019-12-24,7360.0422,3159.2859,24,18,1,1,5.0,3.0
普通工业,2019-12-25,7449.0993,3258.09,22,16,1,1,3.0,3.0
普通工业,2019-12-26,7393.2888,3306.4959,22,11,5,5,0.0,3.0
普通工业,2019-12-27,7555.1172,3425.1174,18,10,1,1,0.0,0.0
普通工业,2019-12-28,5640.8832,3302.8413,21,12,1,1,3.0,5.0
普通工业,2019-12-29,5343.2946,3134.8791,18,15,1,1,8.0,5.0
普通工业,2019-12-30,7067.3793,3167.5515,22,14,1,1,6.0,3.0
普通工业,2019-12-31,7191.5958,3202.8039,22,14,1,1,3.0,0.0
普通工业,2020-01-01,4731.132000000001,3177.7212,21,14,1,1,5.0,3.0
普通工业,2020-01-02,7195.7724,2964.9159,23,15,1,1,3.0,0.0
普通工业,2020-01-03,7289.4192,3067.467,23,15,1,1,0.0,3.0
普通工业,2020-01-04,5197.5993,3027.8865,24,16,1,1,3.0,3.0
普通工业,2020-01-05,5059.179,3020.9202,24,16,1,1,3.0,8.0
普通工业,2020-01-06,6949.4313,3132.0165,25,20,1,1,5.0,5.0
普通工业,2020-01-07,7036.5657,3103.1676,26,16,1,1,3.0,0.0
普通工业,2020-01-08,7079.4639,2978.58,24,15,1,1,0.0,3.0
普通工业,2020-01-09,6775.2465,3120.6186,25,17,1,1,3.0,3.0
普通工业,2020-01-10,7034.3013,3130.6902,25,19,1,1,5.0,5.0
普通工业,2020-01-11,4725.5763,2946.2331,24,11,5,5,5.0,8.0
普通工业,2020-01-12,4616.715,2972.0388,15,9,1,1,5.0,3.0
普通工业,2020-01-13,6300.5016,2869.4145,21,12,1,1,3.0,3.0
普通工业,2020-01-14,6215.7882,2906.8845,21,15,1,1,3.0,3.0
普通工业,2020-01-15,6122.5506,2919.2472,23,14,1,1,3.0,3.0
普通工业,2020-01-16,5912.9073,2847.2916,23,13,5,5,5.0,3.0
普通工业,2020-01-17,5945.4471,2863.9935,14,10,1,1,5.0,5.0
普通工业,2020-01-18,3946.6929,2409.5661,15,12,1,1,5.0,5.0
普通工业,2020-01-19,5177.4912,2674.2291,15,12,1,1,5.0,5.0
普通工业,2020-01-20,4843.7715,2745.5532,18,12,1,1,5.0,3.0
普通工业,2020-01-21,4376.7132,2384.6811,21,15,1,1,5.0,5.0
普通工业,2020-01-22,4085.8815,2481.3273,24,18,1,1,3.0,5.0
普通工业,2020-01-23,3436.4331,2380.4901,26,19,1,1,3.0,3.0
普通工业,2020-01-24,2784.2658,2052.9651,27,19,1,1,5.0,3.0
普通工业,2020-01-25,2811.6471,2022.2298,15,11,1,1,8.0,11.0
普通工业,2020-01-26,2852.4990000000007,2027.3463,15,7,5,5,8.0,5.0
普通工业,2020-01-27,3155.4441,2278.8051,15,7,1,1,3.0,3.0
普通工业,2020-01-28,3506.1453,1977.2535,15,7,1,1,3.0,0.0
普通工业,2020-01-29,3440.9037,2310.1545,16,8,5,5,3.0,0.0
普通工业,2020-01-30,3293.0178,2254.4634,17,8,1,1,0.0,0.0
普通工业,2020-01-31,3286.4013,2332.6935,20,8,1,1,0.0,3.0
普通工业,2020-02-01,3478.9326,2327.6115,19,10,1,1,5.0,5.0
普通工业,2020-02-02,3370.1106,2290.7112,20,14,1,1,5.0,5.0
普通工业,2020-02-03,3448.7883,2073.0453,19,11,1,1,8.0,9.0
普通工业,2020-02-04,3749.5614,2195.4159,15,11,1,1,6.0,6.0
普通工业,2020-02-05,3591.6717,2369.8785,18,13,1,1,8.0,5.0
普通工业,2020-02-06,3452.8158,2300.7825,18,14,1,1,8.0,8.0
普通工业,2020-02-07,3387.0036,2295.4422,16,12,1,1,8.0,5.0
普通工业,2020-02-08,3175.7412,2230.1832,19,13,1,1,5.0,3.0
普通工业,2020-02-09,3118.2234,2222.7966,18,12,1,1,5.0,5.0
普通工业,2020-02-10,3745.3038,2290.5513,19,14,1,1,5.0,8.0
普通工业,2020-02-11,3663.1278,2297.7024,18,14,1,1,8.0,5.0
普通工业,2020-02-12,3763.1826,637.9716,21,16,1,1,5.0,8.0
普通工业,2020-02-13,4242.0306,2332.9668,21,17,1,1,13.0,11.0
普通工业,2020-02-14,3665.3385,2047.3164,23,19,1,1,8.0,11.0
普通工业,2020-02-15,4017.5673,2226.2817,21,8,5,5,15.0,11.0
普通工业,2020-02-16,3399.1821,1756.7511,12,6,5,5,8.0,5.0
普通工业,2020-02-17,4216.5291,2426.4264,16,6,5,5,0.0,0.0
普通工业,2020-02-18,3864.3435,2317.6491,17,8,1,1,0.0,0.0
普通工业,2020-02-19,3920.2695,2367.3615,19,10,1,1,3.0,3.0
普通工业,2020-02-20,3753.2607,2268.4137,22,12,1,1,3.0,3.0
普通工业,2020-02-21,3882.4008,2441.5803,24,14,1,1,0.0,3.0
普通工业,2020-02-22,3224.6886,2241.7248,26,15,1,1,3.0,3.0
普通工业,2020-02-23,3271.743,2090.5413,26,16,1,1,3.0,3.0
普通工业,2020-02-24,3888.8274,2267.0592,25,18,1,1,3.0,3.0
普通工业,2020-02-25,3998.9109,2336.6649,27,18,1,1,3.0,3.0
普通工业,2020-02-26,4308.9366,2346.6324,28,19,1,1,0.0,3.0
普通工业,2020-02-27,4179.3858,2344.3647,28,18,1,1,3.0,5.0
普通工业,2020-02-28,4447.1361,2439.1659,26,19,1,1,5.0,5.0
普通工业,2020-02-29,3704.6454,2393.8539,27,18,1,1,5.0,5.0
普通工业,2020-03-01,3540.6432,2487.6363,27,19,1,1,3.0,3.0
普通工业,2020-03-02,4581.0957,2441.9286,26,18,1,1,3.0,3.0
普通工业,2020-03-03,4734.531,2286.2838,25,18,1,1,5.0,11.0
普通工业,2020-03-04,4646.2725,2515.0203,18,13,1,1,,11.0
普通工业,2020-03-05,4714.2255,2513.9034,20,14,1,1,5.0,3.0
普通工业,2020-03-06,4851.5811,2427.6672,21,18,1,1,5.0,5.0
普通工业,2020-03-07,3823.2003,2495.2077,24,18,1,1,5.0,5.0
普通工业,2020-03-08,3982.9533,2447.907,26,22,1,1,5.0,5.0
普通工业,2020-03-09,5137.809,2438.655,26,18,5,5,8.0,11.0
普通工业,2020-03-10,4556.1525,2561.1648,23,16,5,5,3.0,3.0
普通工业,2020-03-11,5171.8872,2500.5795,24,18,1,1,3.0,8.0
普通工业,2020-03-12,5203.3755,2506.854,23,18,1,1,5.0,5.0
普通工业,2020-03-13,5307.4593,2665.7862,27,18,1,1,8.0,8.0
普通工业,2020-03-14,4146.7401,2679.2685,21,16,1,1,5.0,3.0
普通工业,2020-03-15,4029.0606,2564.7909,24,17,1,1,3.0,3.0
普通工业,2020-03-16,5114.5842,2674.803,23,19,1,1,5.0,5.0
普通工业,2020-03-17,5182.3395,2595.1437,23,20,1,1,5.0,8.0
普通工业,2020-03-18,5412.3612,2618.6154,22,18,1,1,6.0,11.0
普通工业,2020-03-19,5261.8545,2625.0924,22,19,1,1,11.0,11.0
普通工业,2020-03-20,5466.1971,2673.5889,24,21,1,1,6.0,5.0
普通工业,2020-03-21,4688.9241,2626.5363,25,21,1,1,5.0,3.0
普通工业,2020-03-22,4639.0758,2558.4234,29,21,1,1,3.0,3.0
普通工业,2020-03-23,5483.91,2743.7295,28,22,1,1,3.0,3.0
普通工业,2020-03-24,5739.2046,2863.9428,29,22,1,1,5.0,6.0
普通工业,2020-03-25,5741.8584,3038.3502,27,22,1,1,7.0,7.0
普通工业,2020-03-26,5766.6834,3048.5139,27,20,1,1,7.0,7.0
普通工业,2020-03-27,6251.0619,2789.4714,27,17,1,1,13.0,15.0
普通工业,2020-03-28,4550.7339,2905.6749,21,17,5,5,5.0,5.0
普通工业,2020-03-29,4567.3098,2811.6651,21,18,1,1,5.0,8.0
普通工业,2020-03-30,5466.3945,2571.294,16,13,1,1,8.0,8.0
普通工业,2020-03-31,5699.0202,2809.6278,16,13,1,1,6.0,6.0
普通工业,2020-04-01,5542.8579,2615.7795,18,14,1,1,6.0,6.0
普通工业,2020-04-02,5818.9233,2702.8698,18,14,1,1,8.0,8.0
普通工业,2020-04-03,5613.5184,2821.9647,19,16,1,1,8.0,8.0
普通工业,2020-04-04,4359.6045,2627.5062,18,15,1,1,8.0,6.0
普通工业,2020-04-05,4511.3268,2579.0097,16,15,1,1,11.0,11.0
普通工业,2020-04-06,5247.326999999998,2575.3446,16,14,1,1,13.0,8.0
普通工业,2020-04-07,5633.1756,2701.266,18,16,1,1,5.0,5.0
普通工业,2020-04-08,5376.933000000001,2719.2339,24,17,1,1,3.0,3.0
普通工业,2020-04-09,5336.8608,2629.9395,26,19,1,1,3.0,3.0
普通工业,2020-04-10,5155.4679,2611.7283,28,19,1,1,3.0,3.0
普通工业,2020-04-11,4890.0303,2730.0303,27,15,5,5,13.0,6.0
普通工业,2020-04-12,4106.4225,2618.6505,22,11,5,5,0.0,0.0
普通工业,2020-04-13,5064.8358,2595.9774,24,15,1,1,0.0,3.0
普通工业,2020-04-14,5514.8355,2647.1916,23,15,1,1,5.0,5.0
普通工业,2020-04-15,5473.9434,2623.4982,25,16,1,1,0.0,3.0
普通工业,2020-04-16,5739.7188,2602.9443,27,18,1,1,3.0,3.0
普通工业,2020-04-17,5705.1744,2701.5573,28,21,1,1,3.0,5.0
普通工业,2020-04-18,4774.8951,2739.3573,28,22,1,1,5.0,5.0
普通工业,2020-04-19,4967.0409,2755.6245,29,23,1,1,3.0,3.0
普通工业,2020-04-20,6962.9655,2967.1488,31,24,1,1,3.0,3.0
普通工业,2020-04-21,7479.7116,3198.8394,31,21,1,1,7.0,11.0
普通工业,2020-04-22,5750.840999999999,3016.3866,23,18,1,1,11.0,11.0
普通工业,2020-04-23,5694.0126,2751.3351,20,16,1,1,11.0,9.0
普通工业,2020-04-24,5432.0715,2806.7049,19,15,1,1,8.0,5.0
普通工业,2020-04-25,4288.9386,2667.2658,22,17,1,1,5.0,8.0
普通工业,2020-04-26,5258.55,2668.9185,25,19,1,1,5.0,5.0
普通工业,2020-04-27,6122.0073,2848.9215,29,19,1,1,3.0,3.0
普通工业,2020-04-28,6550.4274,2949.7317,30,20,1,1,3.0,3.0
普通工业,2020-04-29,6785.8362,3118.1361,31,21,1,1,3.0,3.0
普通工业,2020-04-30,7040.0532,3241.8693,31,22,1,1,3.0,3.0
普通工业,2020-05-01,5459.3328,3186.9972,32,23,1,1,0.0,3.0
普通工业,2020-05-02,6023.9931,3390.9432,32,25,1,1,3.0,3.0
普通工业,2020-05-03,6406.7406,3478.3626,33,25,1,1,0.0,0.0
普通工业,2020-05-04,7366.4085,3889.6917,35,26,1,1,0.0,0.0
普通工业,2020-05-05,7505.2551,4446.4494,35,27,1,1,3.0,3.0
普通工业,2020-05-06,10597.6125,4501.4853,35,27,1,1,3.0,3.0
普通工业,2020-05-07,10896.8526,4864.542,35,28,5,5,3.0,3.0
普通工业,2020-05-08,11296.5354,4857.0837,34,28,1,1,3.0,3.0
普通工业,2020-05-09,11272.0467,4713.8319,35,27,1,1,3.0,7.0
普通工业,2020-05-10,7382.8008,4458.8127,32,25,1,1,11.0,11.0
普通工业,2020-05-11,11386.9152,4143.4584,31,24,1,1,11.0,11.0
普通工业,2020-05-12,10368.0552,4562.3889,30,24,1,1,5.0,5.0
普通工业,2020-05-13,10943.8818,4699.4511,33,26,1,1,7.0,3.0
普通工业,2020-05-14,10806.6138,4537.8936,32,25,1,1,6.0,3.0
普通工业,2020-05-15,12115.9101,4798.6305,34,26,1,1,3.0,3.0
普通工业,2020-05-16,7712.16,4790.2824,35,26,1,1,0.0,3.0
普通工业,2020-05-17,7467.8991,3956.3928,32,24,1,1,7.0,13.0
普通工业,2020-05-18,10695.9048,4218.1296,29,24,1,1,7.0,13.0
普通工业,2020-05-19,11204.1624,4809.1173,31,24,1,1,7.0,7.0
普通工业,2020-05-20,11980.5132,5142.8745,33,25,1,1,7.0,
普通工业,2020-05-21,12047.7783,5082.4737,29,25,1,1,15.0,13.0
普通工业,2020-05-22,12171.6573,5215.4655,30,25,1,1,13.0,6.0
普通工业,2020-05-23,7248.0126,4477.9881,30,24,1,1,5.0,7.0
普通工业,2020-05-24,7106.4963,3795.7092,33,25,1,1,3.0,3.0
普通工业,2020-05-25,11716.4202,4600.0041,30,25,1,1,13.0,13.0
普通工业,2020-05-26,12607.593,5161.0971,32,26,1,1,6.0,6.0
普通工业,2020-05-27,11101.1355,4689.0834,31,25,1,1,5.0,5.0
普通工业,2020-05-28,10310.0262,4159.2003,32,25,1,1,3.0,3.0
普通工业,2020-05-29,11672.7216,4774.4397,31,25,1,1,6.0,6.0
普通工业,2020-05-30,7049.3538,4329.9861,30,26,1,1,11.0,7.0
普通工业,2020-05-31,7087.1076,3885.1104,33,26,1,1,7.0,3.0
普通工业,2020-06-01,12084.8259,4296.8745,31,26,1,1,7.0,5.0
普通工业,2020-06-02,12133.5348,4569.9786,31,26,1,1,13.0,6.0
普通工业,2020-06-03,11890.6857,4094.1063,33,25,1,1,7.0,6.0
普通工业,2020-06-04,12575.1018,4767.9735,33,26,1,1,7.0,3.0
普通工业,2020-06-05,13163.6736,4898.4564,33,25,1,1,7.0,15.0
普通工业,2020-06-06,7433.4594,4015.0113,30,25,1,1,11.0,14.0
普通工业,2020-06-07,6385.143,3904.707,29,25,1,1,13.0,7.0
普通工业,2020-06-08,11925.1788,4625.7027,30,26,1,1,14.0,8.0
普通工业,2020-06-09,12451.8993,5057.3904,31,26,1,1,7.0,5.0
普通工业,2020-06-10,11907.5361,4330.923,32,26,1,1,3.0,3.0
普通工业,2020-06-11,12861.4431,4920.8031,35,27,1,1,3.0,3.0
普通工业,2020-06-12,12710.1237,5126.5374,35,27,1,1,3.0,3.0
普通工业,2020-06-13,8251.4289,4639.7151,35,26,1,1,3.0,11.0
普通工业,2020-06-14,6872.2866,4403.5797,30,25,5,5,,6.0
普通工业,2020-06-15,12708.2034,4485.126,31,26,1,1,6.0,6.0
普通工业,2020-06-16,12115.3986,4966.3545,33,26,1,1,7.0,3.0
普通工业,2020-06-17,12399.2007,4993.6953,33,25,1,1,6.0,3.0
普通工业,2020-06-18,12299.4768,4723.7859,33,26,1,1,6.0,3.0
普通工业,2020-06-19,12516.6549,5293.5621,35,27,1,1,0.0,0.0
普通工业,2020-06-20,8380.9176,4621.4913,35,27,1,1,0.0,3.0
普通工业,2020-06-21,7678.4967,4539.3546,35,28,1,1,3.0,3.0
普通工业,2020-06-22,13408.1682,5034.6084,35,28,1,1,3.0,3.0
普通工业,2020-06-23,13625.6058,5530.3074,35,29,1,1,3.0,3.0
普通工业,2020-06-24,13538.6973,5201.7693,35,28,1,1,3.0,3.0
普通工业,2020-06-25,6613.1046,4384.5018,31,27,1,1,7.0,7.0
普通工业,2020-06-26,7057.3107,3946.4514,34,27,1,1,3.0,3.0
普通工业,2020-06-27,7823.0952,4257.2829,35,27,1,1,3.0,3.0
普通工业,2020-06-28,13461.6849,5098.8384,35,28,1,1,3.0,3.0
普通工业,2020-06-29,13469.1045,5418.06,35,28,1,1,3.0,3.0
普通工业,2020-06-30,13652.826,5609.5059,35,28,1,1,0.0,3.0
普通工业,2020-07-01,14687.1156,5912.5698,34,26,1,1,7.0,6.0
普通工业,2020-07-02,13789.2414,5548.5243,34,27,1,1,7.0,6.0
普通工业,2020-07-03,13139.6559,4.392,33,27,1,1,7.0,6.0
普通工业,2020-07-04,7438.8486,4593.7176,33,27,1,1,7.0,7.0
普通工业,2020-07-04,7438.8486,4593.7176,33,27,1,1,7.0,7.0
普通工业,2020-07-05,7647.0123,4054.596,35,27,1,1,3.0,3.0
普通工业,2020-07-05,7647.0123,4054.596,35,27,1,1,3.0,3.0
普通工业,2020-07-06,13103.5133,4667.7945,36,27,1,1,6.0,3.0
普通工业,2020-07-07,13263.8034,5147.598,35,28,1,1,3.0,3.0
普通工业,2020-07-08,13598.7396,5340.4317,34,28,1,1,6.0,3.0
普通工业,2020-07-09,13350.2901,5270.3892,34,27,5,5,7.0,5.0
普通工业,2020-07-10,13661.2626,5280.6456,35,29,1,1,3.0,3.0
普通工业,2020-07-11,8184.2607,4663.0503,35,29,1,1,3.0,3.0
普通工业,2020-07-12,8083.8894,4604.0859,35,28,1,1,3.0,3.0
普通工业,2020-07-13,13798.9575,5536.2384,36,28,1,1,0.0,0.0
普通工业,2020-07-14,14085.1992,5717.0316,37,28,1,1,3.0,3.0
普通工业,2020-07-15,14221.6002,5813.8749,37,28,1,1,0.0,0.0
普通工业,2020-07-16,13244.1499,5742.3909,36,29,1,1,3.0,3.0
普通工业,2020-07-17,13384.1187,5360.2629,36,29,1,1,0.0,0.0
普通工业,2020-07-18,7654.2864,4569.3897,37,28,1,1,3.0,3.0
普通工业,2020-07-19,7346.7159,4327.4433,36,28,1,1,3.0,3.0
普通工业,2020-07-20,12084.9567,4641.9948,36,29,1,1,3.0,3.0
普通工业,2020-07-21,12305.5131,4679.2683,36,28,1,1,3.0,3.0
普通工业,2020-07-22,11650.9599,4529.2149,37,28,1,1,0.0,0.0
普通工业,2020-07-23,11395.1544,4545.6531,36,28,1,1,0.0,0.0
普通工业,2020-07-24,11452.1592,10.14,38,28,1,1,0.0,3.0
普通工业,2020-07-25,7597.596,4461.9345,37,29,1,1,0.0,0.0
普通工业,2020-07-26,7250.3208,4477.6797,38,29,1,1,0.0,0.0
普通工业,2020-07-27,11723.3727,4618.089,37,29,1,1,3.0,3.0
普通工业,2020-07-28,11644.8702,4586.7375,36,28,1,1,3.0,3.0
普通工业,2020-07-29,11916.8946,4634.8515,37,28,1,1,3.0,3.0
普通工业,2020-07-30,11100.2115,4490.5905,35,27,1,1,7.0,7.0
普通工业,2020-07-31,11236.3683,4243.9815,31,26,1,1,,11.0
普通工业,2020-08-01,6526.6293,3435.3693,31,26,5,5,11.0,11.0
普通工业,2020-08-02,5795.5359,3575.1684,29,25,1,1,,6.0
普通工业,2020-08-03,9332.658,3478.5285,31,25,1,1,11.0,6.0
普通工业,2020-08-04,9328.5888,3589.6953,35,26,1,1,7.0,7.0
普通工业,2020-08-05,8928.801,3570.8874,30,25,1,1,11.0,11.0
普通工业,2020-08-06,9379.14,3330.0267,33,26,1,1,7.0,3.0
普通工业,2020-08-07,9996.546,3783.8913,35,26,1,1,3.0,3.0
普通工业,2020-08-08,7096.59,3654.5394,34,26,1,1,8.0,5.0
普通工业,2020-08-09,7049.9787,3787.3761,36,27,1,1,3.0,3.0
普通工业,2020-08-10,11535.6222,4060.6899,36,27,1,1,3.0,3.0
普通工业,2020-08-11,11103.6309,4380.6162,36,27,1,1,3.0,3.0
普通工业,2020-08-12,10670.117,4187.844,32,26,5,5,7.0,7.0
普通工业,2020-08-13,10422.411,3839.7102,33,25,5,5,11.0,11.0
普通工业,2020-08-14,10399.0026,3679.8645,33,26,5,5,6.0,7.0
普通工业,2020-08-15,6928.0443,3725.3289,34,26,1,1,6.0,6.0
普通工业,2020-08-16,6594.4236,3588.135,34,27,1,1,7.0,7.0
普通工业,2020-08-17,10331.4201,3703.7556,33,26,5,5,8.0,8.0
普通工业,2020-08-18,10140.0597,3848.4198,33,25,1,1,8.0,8.0
普通工业,2020-08-19,8562.8226,3533.3514,28,26,5,5,8.0,5.0
普通工业,2020-08-20,9857.6121,3433.8234,32,27,5,5,7.0,7.0
普通工业,2020-08-21,10025.6976,3725.1801,36,26,1,1,8.0,8.0
普通工业,2020-08-22,6896.4828,3854.4858,35,26,1,1,3.0,3.0
普通工业,2020-08-23,6824.6355,3635.5455,35,26,1,1,7.0,3.0
普通工业,2020-08-24,11974.0998,4068.657,34,26,1,1,3.0,3.0
普通工业,2020-08-25,12591.8997,3112.8063,36,26,1,1,3.0,3.0
普通工业,2020-08-26,12194.7036,4385.9847,31,24,1,1,5.0,3.0
普通工业,2020-08-27,11390.37,4081.1601,34,25,1,1,3.0,3.0
普通工业,2020-08-28,12277.4289,3280.4055,36,27,1,1,3.0,3.0
普通工业,2020-08-29,7644.6369,332.46,36,28,1,1,3.0,0.0
普通工业,2020-08-30,6929.5458,3921.2613,35,27,1,1,3.0,3.0
普通工业,2020-08-31,12059.4291,3975.4857,35,27,1,1,7.0,7.0
普通工业,2020-09-01,13551.6408,4550.2164,36,28,1,1,7.0,3.0
普通工业,2020-09-02,13073.7252,4594.9098,36,27,1,1,3.0,3.0
普通工业,2020-09-03,13150.7853,5188.9107,36,28,1,1,3.0,3.0
普通工业,2020-09-04,13830.8145,4905.5997,35,27,1,1,7.0,3.0
普通工业,2020-09-05,7293.5535,4140.0909,33,27,1,1,7.0,7.0
普通工业,2020-09-06,7556.9574,3732.2964,34,26,1,1,7.0,7.0
普通工业,2020-09-07,13296.9777,4728.6033,33,25,1,1,7.0,7.0
普通工业,2020-09-08,12767.6517,177.1068,32,26,1,1,7.0,11.0
普通工业,2020-09-09,11879.8941,4472.5308,33,25,1,1,7.0,7.0
普通工业,2020-09-10,11659.8354,4170.6927,32,25,1,1,7.0,7.0
普通工业,2020-09-11,12727.6959,4734.5181,33,25,1,1,7.0,7.0
普通工业,2020-09-12,7701.1671,4119.7863,32,25,1,1,11.0,11.0
普通工业,2020-09-13,6640.5471,3597.507,31,24,1,1,11.0,7.0
普通工业,2020-09-14,11841.2808,4342.0863,33,25,1,1,7.0,7.0
普通工业,2020-09-15,11347.4616,4140.6816,31,25,1,1,7.0,7.0
普通工业,2020-09-16,11641.0665,3972.855,32,24,1,1,7.0,3.0
普通工业,2020-09-17,11750.1765,4035.6453,33,25,1,1,7.0,7.0
普通工业,2020-09-18,11229.6846,4304.6919,29,24,1,1,11.0,11.0
普通工业,2020-09-19,6674.1303,3345.7074,28,25,1,1,11.0,7.0
普通工业,2020-09-20,7205.1777,3258.4503,30,25,1,1,11.0,7.0
普通工业,2020-09-21,11746.3369,3997.8417,33,25,1,1,7.0,7.0
普通工业,2020-09-22,11786.8015,4153.2729,32,24,1,1,7.0,7.0
普通工业,2020-09-23,11927.9643,4601.886,31,24,1,1,7.0,7.0
普通工业,2020-09-24,9504.1803,3796.1877,30,24,1,1,7.0,3.0
普通工业,2020-09-25,9518.7252,3254.0499,31,24,1,1,3.0,3.0
普通工业,2020-09-26,6855.9963,3468.0105,28,24,1,1,11.0,11.0
普通工业,2020-09-27,7546.3797,3059.4651,28,23,1,1,7.0,7.0
普通工业,2020-09-28,8441.9424,2822.8953,30,25,1,1,7.0,7.0
普通工业,2020-09-29,9715.9638,3212.3364,29,24,1,1,7.0,7.0
普通工业,2020-09-30,9778.0485,3260.5866,30,23,1,1,11.0,7.0
普通工业,2020-10-01,3783.333,2727.1728,28,24,1,1,7.0,3.0
普通工业,2020-10-02,4389.7716,2646.4569,31,23,1,1,7.0,3.0
普通工业,2020-10-03,5037.1611,2758.5756,31,23,1,1,3.0,3.0
普通工业,2020-10-04,5143.2711,3018.7857,33,22,1,1,7.0,8.0
普通工业,2020-10-05,4953.5046,3151.9806,28,21,5,5,5.0,5.0
普通工业,2020-10-06,4423.3836,2814.6048,29,21,1,1,3.0,3.0
普通工业,2020-10-07,4047.48,2492.4264,29,21,1,1,3.0,3.0
普通工业,2020-10-08,4233.9552,2399.8329,27,20,5,5,3.0,3.0
普通工业,2020-10-09,6154.9413,2476.7769,27,20,1,1,3.0,3.0
普通工业,2020-10-10,6505.0884,2551.9269,28,21,1,1,3.0,3.0
普通工业,2020-10-11,5421.0924,2655.3777,29,21,1,1,3.0,3.0
普通工业,2020-10-12,8340.3945,2942.2896,28,21,1,1,3.0,3.0
普通工业,2020-10-13,8105.6112,3198.5571,26,22,1,1,8.0,8.0
普通工业,2020-10-14,8273.0157,2942.196,24,22,1,1,8.0,8.0
普通工业,2020-10-15,8408.7252,3031.8393,29,22,1,1,5.0,3.0
普通工业,2020-10-16,8411.4753,3295.7802,30,20,5,5,3.0,3.0
普通工业,2020-10-17,4729.3383,2807.0424,29,22,1,1,3.0,3.0
普通工业,2020-10-18,4459.6947,2524.5906,28,21,1,1,3.0,3.0
普通工业,2020-10-19,6288.7665,2591.8122,26,20,5,5,3.0,3.0
普通工业,2020-10-20,6301.8045,2611.9485,26,19,1,1,3.0,3.0
普通工业,2020-10-21,6364.4994,2624.8464,27,19,5,5,3.0,5.0
普通工业,2020-10-22,6044.2185,2424.3723,25,19,5,5,3.0,3.0
普通工业,2020-10-23,5947.0512,2452.4688,26,17,5,5,3.0,5.0
普通工业,2020-10-24,4208.0823,2449.3638,24,20,1,1,5.0,3.0
普通工业,2020-10-25,4220.8365,2384.4423,27,20,1,1,5.0,5.0
普通工业,2020-10-26,7130.8206,2497.9575,29,21,1,1,3.0,3.0
普通工业,2020-10-27,7811.1909,2899.1412,30,21,1,1,0.0,3.0
普通工业,2020-10-28,7737.0948,3045.3618,31,21,1,1,3.0,3.0
普通工业,2020-10-29,6882.5172,2809.2192,25,19,5,5,8.0,3.0
普通工业,2020-10-30,6457.9593,2717.9532,27,20,1,1,3.0,3.0
普通工业,2020-10-31,4717.5861,2480.6181,27,21,1,1,3.0,3.0
普通工业,2020-11-01,4371.3444,2534.2773,29,20,1,1,3.0,3.0
普通工业,2020-11-02,7260.7932,2617.5309,27,19,5,5,5.0,3.0
普通工业,2020-11-03,6251.79,2575.5033,26,19,1,1,3.0,3.0
普通工业,2020-11-04,6544.7499,2636.3379,27,19,1,1,3.0,3.0
普通工业,2020-11-05,6531.7419,2500.7076,28,18,1,1,3.0,3.0
普通工业,2020-11-06,6616.3299,2560.7286,29,20,5,5,3.0,3.0
普通工业,2020-11-07,4473.9891,2555.1516,29,20,5,5,3.0,3.0
普通工业,2020-11-08,4419.8505,2469.9666,27,19,1,1,3.0,3.0
普通工业,2020-11-09,6276.1893,2455.8567,26,17,1,1,3.0,3.0
普通工业,2020-11-10,6334.7385,2466.9549,25,18,1,1,3.0,3.0
普通工业,2020-11-11,5985.4227,2399.0838,25,15,1,1,3.0,3.0
普通工业,2020-11-12,5852.031,2447.4825,27,17,5,5,0.0,3.0
普通工业,2020-11-13,5827.8876,2440.1592,27,18,5,5,3.0,5.0
普通工业,2020-11-14,4131.2628,2393.8515,24,20,1,1,5.0,5.0
普通工业,2020-11-15,3708.0036,2296.5951,25,19,1,1,3.0,3.0
普通工业,2020-11-16,6253.4754,2261.1411,28,19,1,1,3.0,3.0
普通工业,2020-11-17,6531.8559,2493.414,29,21,1,1,3.0,5.0
普通工业,2020-11-18,7060.0317,2557.1013,28,22,1,1,3.0,5.0
普通工业,2020-11-19,7488.7389,2807.7891,28,23,1,1,3.0,3.0
普通工业,2020-11-20,7596.2616,34.008,30,23,1,1,3.0,3.0
普通工业,2020-11-21,5335.9995,1720.2582,27,22,1,1,5.0,3.0
普通工业,2020-11-22,4666.5756,2532.4233,28,18,1,1,8.0,5.0
普通工业,2020-11-23,6114.5166,2420.0292,25,17,1,1,3.0,3.0
普通工业,2020-11-24,5967.2403,2331.087,26,17,1,1,3.0,3.0
普通工业,2020-11-25,6143.8161,2421.354,27,19,1,1,3.0,3.0
