行业类型,日期1,有功功率最大值（kw）,有功功率最小值（kw）,最高温度,最低温度,白天风力风向,夜晚风力风向,天气1,天气2
非普工业,2020-09-25,3437.1828,1461.111,31,24,1,1,3.0,3.0
非普工业,2020-09-26,2818.7772,1522.6932,28,24,1,1,11.0,11.0
非普工业,2020-09-27,3065.1678,1409.559,28,23,1,1,7.0,7.0
非普工业,2020-09-28,3232.9104,1341.2988,30,25,1,1,7.0,7.0
非普工业,2020-09-29,3581.1414,1432.1094,29,24,1,1,7.0,7.0
非普工业,2020-09-30,3526.869,1548.3666,30,23,1,1,11.0,7.0
非普工业,2020-10-01,2150.8506,1300.6836,28,24,1,1,7.0,3.0
非普工业,2020-10-02,2395.8924,1346.6652,31,23,1,1,7.0,3.0
非普工业,2020-10-03,2449.239,1428.4512,31,23,1,1,3.0,3.0
非普工业,2020-10-04,2449.8288,1451.808,33,22,1,1,7.0,8.0
非普工业,2020-10-05,2503.2498,1441.7022,28,21,5,5,5.0,5.0
非普工业,2020-10-06,2276.2512,1308.0138,29,21,1,1,3.0,3.0
非普工业,2020-10-07,2029.2318,1207.4724,29,21,1,1,3.0,3.0
非普工业,2020-10-08,2078.7636,1186.788,27,20,5,5,3.0,3.0
非普工业,2020-10-09,2651.1036,1179.9726,27,20,1,1,3.0,3.0
非普工业,2020-10-10,2818.6890000000008,1200.5466,28,21,1,1,3.0,3.0
非普工业,2020-10-11,2332.233,1220.3946,29,21,1,1,3.0,3.0
非普工业,2020-10-12,3145.9356,1316.2944,28,21,1,1,3.0,3.0
非普工业,2020-10-13,3166.6584,1375.1688,26,22,1,1,8.0,8.0
非普工业,2020-10-14,3075.3540000000007,1383.7679999999998,24,22,1,1,8.0,8.0
非普工业,2020-10-15,3382.9068,1388.4564,29,22,1,1,5.0,3.0
非普工业,2020-10-16,3304.1022,1331.2974,30,20,5,5,3.0,3.0
非普工业,2020-10-17,2072.1366,1270.4202,29,22,1,1,3.0,3.0
非普工业,2020-10-18,1970.568,1080.162,28,21,1,1,3.0,3.0
非普工业,2020-10-19,2466.7614,1148.0682,26,20,5,5,3.0,3.0
非普工业,2020-10-20,2602.9524,1137.1806,26,19,1,1,3.0,3.0
非普工业,2020-10-21,2491.659,1154.4204,27,19,5,5,3.0,5.0
非普工业,2020-10-22,2398.29,1109.9952,25,19,5,5,3.0,3.0
非普工业,2020-10-23,2505.1986,1185.1482,26,17,5,5,3.0,5.0
非普工业,2020-10-24,1999.2768,1190.0844,24,20,1,1,5.0,3.0
非普工业,2020-10-25,1994.469,1074.465,27,20,1,1,5.0,5.0
非普工业,2020-10-26,2794.8348,1172.6898,29,21,1,1,3.0,3.0
非普工业,2020-10-27,2939.0592,1214.9514,30,21,1,1,0.0,3.0
非普工业,2020-10-28,2970.1746,1261.0992,31,21,1,1,3.0,3.0
非普工业,2020-10-29,2890.3494,1282.0326,25,19,5,5,8.0,3.0
非普工业,2020-10-30,2798.7870000000007,1220.8494,27,20,1,1,3.0,3.0
非普工业,2020-10-31,2175.8718,1221.477,27,21,1,1,3.0,3.0
非普工业,2020-11-01,2159.4468,1222.635,29,20,1,1,3.0,3.0
非普工业,2020-11-02,2780.1978,1267.5648,27,19,5,5,5.0,3.0
非普工业,2020-11-03,2642.697,1082.5488,26,19,1,1,3.0,3.0
非普工业,2020-11-04,2766.885,1143.2244,27,19,1,1,3.0,3.0
非普工业,2020-11-05,2685.078,1169.586,28,18,1,1,3.0,3.0
非普工业,2020-11-06,2804.415,1225.2384,29,20,5,5,3.0,3.0
非普工业,2020-11-07,2152.8732,1245.0954,29,20,5,5,3.0,3.0
非普工业,2020-11-08,2130.81,1173.96,27,19,1,1,3.0,3.0
非普工业,2020-11-09,2582.9718,1233.8448,26,17,1,1,3.0,3.0
非普工业,2020-11-10,2578.9926,1219.1514,25,18,1,1,3.0,3.0
非普工业,2020-11-11,2565.9486,1154.0442,25,15,1,1,3.0,3.0
非普工业,2020-11-12,2435.502,1189.9932,27,17,5,5,0.0,3.0
非普工业,2020-11-13,2689.2108,1132.1412,27,18,5,5,3.0,5.0
非普工业,2020-11-14,2181.981,1189.8072,24,20,1,1,5.0,5.0
非普工业,2020-11-15,2074.401,1188.6648,25,19,1,1,3.0,3.0
非普工业,2020-11-16,2717.3694,1205.2884,28,19,1,1,3.0,3.0
非普工业,2020-11-17,2759.9076,1248.8616,29,21,1,1,3.0,5.0
非普工业,2020-11-18,2897.9946,1297.7748,28,22,1,1,3.0,5.0
非普工业,2020-11-19,3261.2292,1358.8614,28,23,1,1,3.0,3.0
非普工业,2020-11-20,3216.3828,10.638,30,23,1,1,3.0,3.0
非普工业,2020-11-21,2468.5374,21.564,27,22,1,1,5.0,3.0
非普工业,2020-11-22,2511.7116,1348.2479999999996,28,18,1,1,8.0,5.0
非普工业,2020-11-23,2811.438,1224.63,25,17,1,1,3.0,3.0
非普工业,2020-11-24,2752.8048,987.975,26,17,1,1,3.0,3.0
非普工业,2020-11-25,2744.1696,1188.6942,27,19,1,1,3.0,3.0
非普工业,2020-11-26,2826.318,1241.7924,27,16,5,5,3.0,3.0
非普工业,2020-11-27,2515.4718,1142.0052,23,15,1,1,3.0,3.0
非普工业,2020-11-28,1839.2214,1087.6656,22,14,1,1,3.0,0.0
非普工业,2020-11-29,1698.9162,951.5064,22,14,5,5,3.0,3.0
非普工业,2020-11-30,2212.5744,1066.0116,21,14,1,1,0.0,0.0
非普工业,2020-12-01,2274.7482,1091.0298,22,14,5,5,3.0,3.0
非普工业,2020-12-02,2257.434,1062.2388,23,12,1,1,3.0,0.0
非普工业,2020-12-03,2398.4886,1076.898,21,11,1,1,0.0,0.0
非普工业,2020-12-03,2398.4886,1076.898,21,11,1,1,0.0,0.0
非普工业,2020-12-04,2331.4422,1081.1244,17,10,1,1,3.0,3.0
非普工业,2020-12-05,1776.3054,981.0714,18,12,1,1,0.0,3.0
非普工业,2020-12-06,1715.3328,981.9876,21,14,1,1,3.0,3.0
非普工业,2020-12-07,2396.085,1058.0574,22,11,5,5,3.0,3.0
非普工业,2020-12-08,2350.4184,978.0132,21,14,1,1,3.0,3.0
非普工业,2020-12-09,2392.7634,1021.59,22,14,1,1,3.0,3.0
非普工业,2020-12-10,2384.424,1032.6468,20,15,1,1,3.0,5.0
非普工业,2020-12-11,2470.923,1044.5304,23,18,1,1,3.0,3.0
非普工业,2020-12-12,1852.6512,944.709,23,17,1,1,3.0,3.0
非普工业,2020-12-13,1815.117,1016.4258,20,14,1,1,8.0,8.0
非普工业,2020-12-14,2633.7462,1039.8576,16,9,1,1,8.0,8.0
非普工业,2020-12-15,2686.3128,1069.3044,13,8,5,5,3.0,5.0
非普工业,2020-12-16,2807.1174,1115.6514,14,10,1,1,3.0,3.0
非普工业,2020-12-17,2810.0526,1138.3194,14,8,1,1,3.0,3.0
非普工业,2020-12-18,2716.9698,1104.6192,13,10,5,5,3.0,3.0
非普工业,2020-12-19,1898.8776,1085.2446,14,8,5,5,3.0,3.0
非普工业,2020-12-20,1814.9946,1086.6318,15,9,5,5,3.0,5.0
非普工业,2020-12-21,2347.7478,1053.4686,17,10,1,1,3.0,3.0
非普工业,2020-12-22,2401.0662,1066.308,18,11,1,1,3.0,5.0
非普工业,2020-12-23,2539.9632,1013.7558,17,14,1,1,6.0,3.0
非普工业,2020-12-24,2300.4138,1024.2258,23,10,5,5,3.0,3.0
非普工业,2020-12-25,2367.108,1010.007,20,14,1,1,3.0,5.0
非普工业,2020-12-26,1841.352,1015.1808,20,16,1,1,3.0,3.0
非普工业,2020-12-27,1592.16,977.3118,24,17,1,1,3.0,3.0
非普工业,2020-12-28,2263.3224,1018.191,26,14,1,1,3.0,3.0
非普工业,2020-12-29,2340.6078,1044.8364,25,9,5,5,3.0,3.0
非普工业,2020-12-30,2330.6166,1045.4406,14,5,6,6,3.0,3.0
非普工业,2020-12-31,2390.1582,956.3622,13,3,1,1,3.0,0.0
非普工业,2021-01-01,1662.0870000000002,862.5696,14,7,1,1,3.0,0.0
非普工业,2021-01-02,1545.201,844.3968,17,7,1,1,0.0,0.0
非普工业,2021-01-03,1489.5324,861.2502,19,10,1,1,3.0,3.0
非普工业,2021-01-04,2565.585,976.0704,22,15,1,1,3.0,5.0
非普工业,2021-01-05,2316.3498,1055.3982,21,12,1,1,3.0,5.0
非普工业,2021-01-06,2330.3520000000008,1049.4306,19,10,5,5,3.0,3.0
非普工业,2021-01-07,2372.5884,1025.8548,15,4,5,5,5.0,5.0
非普工业,2021-01-08,2644.542,1139.8818,11,5,5,5,3.0,5.0
非普工业,2021-01-09,1777.6242,1158.5418,10,6,1,1,3.0,5.0
非普工业,2021-01-10,1766.3514,1150.0824,12,8,1,1,5.0,5.0
非普工业,2021-01-11,2575.737,562.9416,12,5,1,1,3.0,0.0
非普工业,2021-01-12,2446.3338,1028.7426,15,4,1,1,0.0,0.0
非普工业,2021-01-13,2356.9698,1159.5552,18,7,1,1,3.0,3.0
非普工业,2021-01-14,2430.576,1109.625,22,10,1,1,0.0,0.0
非普工业,2021-01-15,2273.3646,1103.0412,22,11,1,1,3.0,3.0
非普工业,2021-01-16,1697.6682,1057.9746,23,12,1,1,3.0,3.0
非普工业,2021-01-17,1690.8594,939.813,17,7,1,1,3.0,3.0
非普工业,2021-01-18,2379.0162,1155.3084,18,7,1,1,3.0,3.0
非普工业,2021-01-19,2246.5992,1109.0676,19,12,1,1,3.0,5.0
非普工业,2021-01-20,2156.2362,1054.9842,21,14,1,1,3.0,3.0
非普工业,2021-01-21,2195.8896,1010.4936,25,16,1,1,5.0,3.0
非普工业,2021-01-22,2511.6924,1068.0666,22,13,1,1,8.0,3.0
非普工业,2021-01-23,1519.9806,812.0676,25,13,1,1,4.0,4.0
非普工业,2021-01-24,1502.8758,1002.8286,26,15,1,1,3.0,3.0
非普工业,2021-01-25,1852.2408,1008.1842,23,14,1,1,3.0,3.0
非普工业,2021-01-27,1743.1806,1001.964,24,14,1,1,3.0,5.0
非普工业,2021-01-28,1831.8714,990.2586,20,10,5,5,0.0,0.0
非普工业,2021-01-29,1732.4232,905.3592,19,9,1,1,3.0,3.0
非普工业,2021-01-30,1362.1722,792.5484,22,12,1,1,3.0,3.0
非普工业,2021-01-31,1382.136,322.5294,24,13,1,1,3.0,3.0
非普工业,2021-02-01,1778.6334,797.0856,25,14,1,1,3.0,3.0
非普工业,2021-02-02,1835.0586,963.3258,27,15,1,1,3.0,3.0
非普工业,2021-02-03,1846.9542,958.7562,25,13,1,1,3.0,3.0
非普工业,2021-02-04,1847.4924,950.3376,27,13,1,1,0.0,0.0
非普工业,2021-02-05,1730.4132,917.2368,27,13,1,1,0.0,3.0
非普工业,2021-02-06,1367.7420000000004,786.1752,27,15,1,1,3.0,3.0
非普工业,2021-02-07,1710.0276,924.912,27,16,1,1,3.0,3.0
非普工业,2021-02-08,1772.1084,916.7898,26,15,1,1,3.0,5.0
非普工业,2021-02-09,1762.6434,934.2762,20,14,5,5,7.0,13.0
非普工业,2021-02-10,1588.8882,922.9164,17,12,1,1,11.0,3.0
非普工业,2021-02-11,1245.4260000000004,335.5752,21,11,1,1,3.0,0.0
非普工业,2021-02-12,1161.7542,363.5088,22,14,1,1,0.0,0.0
非普工业,2021-02-13,1146.6978,360.93,23,13,1,1,3.0,3.0
非普工业,2021-02-14,1158.3474,415.3686,25,14,1,1,3.0,3.0
非普工业,2021-02-15,1189.5906,476.9262,25,15,1,1,3.0,3.0
非普工业,2021-02-16,1269.4962,566.4696,25,15,1,1,3.0,3.0
非普工业,2021-02-17,1209.8898,402.3618,22,13,5,5,3.0,0.0
非普工业,2021-02-18,1626.0186,555.7716,22,11,1,1,0.0,0.0
非普工业,2021-02-19,1667.3748,752.6172,24,13,1,1,0.0,3.0
非普工业,2021-02-20,1621.7994,722.175,25,14,1,1,0.0,0.0
非普工业,2021-02-21,1435.1358,602.5632,28,15,1,1,3.0,3.0
非普工业,2021-02-22,1952.2752,939.2616,28,16,1,1,3.0,3.0
非普工业,2021-02-23,2098.776,927.8658,29,17,1,1,3.0,3.0
非普工业,2021-02-24,2135.736,1004.0694,28,19,1,1,3.0,3.0
非普工业,2021-02-25,2255.8218,219.27,26,18,1,1,8.0,8.0
非普工业,2021-02-26,2314.6824,844.7748,21,13,1,1,11.0,8.0
非普工业,2021-02-27,1508.1618,981.708,21,16,1,1,5.0,5.0
非普工业,2021-02-28,1504.9122,837.7139999999998,21,16,1,1,3.0,8.0
非普工业,2021-03-01,2286.7014,958.7394,24,13,5,5,8.0,8.0
非普工业,2021-03-02,2166.168,822.4848,20,15,5,5,3.0,5.0
非普工业,2021-03-03,2246.322,984.0498,23,17,1,1,5.0,5.0
非普工业,2021-03-04,2437.074,976.7802,22,18,1,1,11.0,8.0
非普工业,2021-03-05,2296.1784,997.5132,21,18,1,1,11.0,7.0
非普工业,2021-03-06,1831.2366,1073.5092,25,15,5,5,7.0,7.0
非普工业,2021-03-07,1545.9144,973.7898,20,15,1,1,3.0,3.0
非普工业,2021-03-08,2353.9242,1021.9236,21,13,1,1,6.0,6.0
非普工业,2021-03-09,2391.4608,1029.0738,23,17,1,1,5.0,5.0
非普工业,2021-03-10,2316.927,1005.7746,25,18,1,1,3.0,8.0
非普工业,2021-03-11,2265.447,1045.281,23,19,1,1,5.0,5.0
非普工业,2021-03-12,2437.6968,1096.701,26,20,1,1,6.0,5.0
非普工业,2021-03-13,1685.4516,888.8988,27,19,1,1,5.0,3.0
非普工业,2021-03-14,1671.4722,871.6518,27,19,1,1,5.0,5.0
非普工业,2021-03-15,2109.7788,841.9458,27,19,1,1,5.0,3.0
非普工业,2021-03-16,2302.0488,962.2254,28,19,1,1,3.0,3.0
非普工业,2021-03-17,2365.5438,968.1468,29,20,1,1,3.0,5.0
非普工业,2021-03-18,2459.799,1010.7702,28,21,1,1,3.0,3.0
非普工业,2021-03-19,2422.7808,1039.359,30,21,1,1,3.0,5.0
非普工业,2021-03-20,1809.1038,983.4186,30,18,5,5,3.0,5.0
非普工业,2021-03-21,1471.3668,879.0912,18,13,1,1,8.0,8.0
非普工业,2021-03-22,1857.5178,816.207,21,13,1,1,3.0,3.0
非普工业,2021-03-23,2081.9970000000008,816.711,21,16,1,1,8.0,8.0
非普工业,2021-03-24,1871.3442,832.3026,26,18,1,1,3.0,3.0
非普工业,2021-03-25,2055.6138,829.2654,27,16,1,1,3.0,3.0
非普工业,2021-03-26,2171.6094,869.715,28,19,1,1,3.0,3.0
非普工业,2021-03-27,1779.6552,927.4992,28,21,1,1,5.0,3.0
非普工业,2021-03-28,1848.3156,973.8762,30,22,1,1,3.0,3.0
非普工业,2021-03-29,2467.5138,1021.8654,32,23,1,1,3.0,3.0
非普工业,2021-03-30,2542.857,1095.4842,32,23,1,1,3.0,3.0
非普工业,2021-03-31,2548.0992,1116.0726,30,24,5,5,3.0,3.0
非普工业,2021-04-01,2570.8176,1112.2338,32,24,5,5,3.0,3.0
非普工业,2021-04-02,2666.0886,1116.4734,32,24,1,1,3.0,3.0
非普工业,2021-04-03,1975.1616,1082.8512,32,25,1,1,3.0,3.0
非普工业,2021-04-04,1596.4404,984.2502,29,20,5,5,3.0,3.0
非普工业,2021-04-05,1639.2984,906.0432,28,21,1,1,5.0,3.0
非普工业,2021-04-06,2356.5906,912.1062,30,22,1,1,5.0,3.0
非普工业,2021-04-07,2497.7826,1070.0532,28,20,1,1,8.0,11.0
非普工业,2021-04-08,2271.2754,989.4252,23,18,1,1,11.0,8.0
非普工业,2021-04-09,2112.4362,882.7596,22,19,1,1,5.0,5.0
非普工业,2021-04-10,1633.314,842.6862,25,19,1,1,5.0,3.0
非普工业,2021-04-11,1708.5366,935.667,28,19,1,1,5.0,3.0
非普工业,2021-04-12,2331.5394,953.607,29,21,1,1,5.0,3.0
非普工业,2021-04-13,2555.4912,1017.2202,30,22,1,1,3.0,3.0
非普工业,2021-04-14,2576.8866,1057.1376,31,23,1,1,3.0,7.0
非普工业,2021-04-15,2464.2414,1133.7366,27,21,1,1,15.0,11.0
非普工业,2021-04-16,2366.6382,720.4896,23,21,1,1,11.0,11.0
非普工业,2021-04-17,1637.3394,992.1078,24,20,1,1,7.0,5.0
非普工业,2021-04-18,1698.9552,6.192,24,19,1,1,8.0,8.0
非普工业,2021-04-19,2221.6122,989.7774,22,19,1,1,7.0,5.0
非普工业,2021-04-20,2328.3354,985.398,25,20,1,1,5.0,5.0
非普工业,2021-04-21,2418.0642,1045.74,28,21,1,1,5.0,3.0
非普工业,2021-04-22,2604.975,1025.4378,30,22,1,1,3.0,3.0
非普工业,2021-04-23,2713.9518,1113.0912,31,23,1,1,3.0,3.0
非普工业,2021-04-24,2205.4056,1095.6726,32,25,1,1,7.0,7.0
非普工业,2021-04-25,2688.5382,1129.8396,25,20,1,1,7.0,11.0
非普工业,2021-04-26,1526.9208,13.6008,26,21,1,1,7.0,7.0
非普工业,2021-04-27,2315.8344,5.688,25,21,1,1,11.0,13.0
非普工业,2021-04-28,2269.2474,14.88,23,19,1,1,11.0,8.0
非普工业,2021-04-29,2156.7414,120.396,27,18,1,1,3.0,3.0
非普工业,2021-04-30,2240.4114,208.3932,29,19,1,1,3.0,0.0
非普工业,2021-05-01,1841.1096,168.0432,31,23,1,1,3.0,3.0
非普工业,2021-05-02,1927.5204,114.75,30,22,1,1,8.0,7.0
非普工业,2021-05-03,1715.3646,12.0144,30,23,5,5,7.0,3.0
非普工业,2021-05-04,2034.234,1089.3066,30,21,1,1,8.0,8.0
非普工业,2021-05-05,2006.0784,1033.9356,28,21,1,1,5.0,5.0
非普工业,2021-05-06,2678.1240000000007,1100.9772,31,22,1,1,5.0,5.0
非普工业,2021-05-07,2919.3672,1132.4094,32,23,1,1,7.0,3.0
非普工业,2021-05-08,3130.7496,1210.0494,33,23,1,1,7.0,3.0
非普工业,2021-05-09,2245.911,1274.0718,34,24,1,1,7.0,7.0
非普工业,2021-05-10,3058.6986,1292.2812,32,24,1,1,5.0,3.0
非普工业,2021-05-11,3315.1194,1305.882,34,25,1,1,3.0,3.0
非普工业,2021-05-12,3345.3792,1337.2152,34,25,1,1,3.0,7.0
非普工业,2021-05-13,3488.1198,1209.2472,35,26,1,1,3.0,3.0
非普工业,2021-05-14,3319.473,1409.2098,35,26,1,1,7.0,3.0
非普工业,2021-05-15,2559.7296,1325.4378,34,27,1,1,3.0,3.0
非普工业,2021-05-16,2413.0224,1212.3702,35,26,5,5,7.0,7.0
非普工业,2021-05-17,3443.8524,1375.3932,33,25,1,1,13.0,7.0
非普工业,2021-05-18,3416.1438,1383.102,32,26,1,1,11.0,6.0
非普工业,2021-05-19,3399.3156,1109.6334,33,26,1,1,7.0,5.0
非普工业,2021-05-20,3404.5392,8.64,34,28,1,1,3.0,3.0
非普工业,2021-05-21,3507.4878,1134.2928,36,28,1,1,5.0,5.0
非普工业,2021-05-22,2649.8148,1351.7279999999996,36,28,1,1,3.0,3.0
非普工业,2021-05-23,2507.5206,1299.6036,35,27,1,1,3.0,7.0
非普工业,2021-05-24,3518.7726,1332.9684,33,26,1,1,7.0,7.0
非普工业,2021-05-25,3490.614,1190.6322,33,26,1,1,11.0,7.0
非普工业,2021-05-26,3499.8708,1334.055,35,26,1,1,3.0,3.0
非普工业,2021-05-27,3535.8042,617.5488,34,27,1,1,7.0,5.0
非普工业,2021-05-28,3546.6558,1041.5382,35,27,1,1,7.0,7.0
非普工业,2021-05-29,2677.4808,638.9964,35,27,1,1,7.0,3.0
非普工业,2021-05-30,2436.0774,1413.99,33,26,1,1,13.0,11.0
非普工业,2021-05-31,3533.0358,1464.6654,30,24,1,1,11.0,13.0
非普工业,2021-06-01,3147.8256,1343.1666,32,26,1,1,13.0,11.0
非普工业,2021-06-02,3058.7670000000007,1293.2976,31,26,1,1,13.0,7.0
非普工业,2021-06-03,3378.2148,841.7814,35,24,1,1,11.0,11.0
非普工业,2021-06-04,3056.7192,1286.4702,28,23,1,1,13.0,8.0
非普工业,2021-06-04,3056.7192,1286.4702,28,23,1,1,13.0,8.0
非普工业,2021-06-04,3056.7192,1286.4702,28,23,1,1,13.0,8.0
非普工业,2021-06-05,1987.8996,1184.1012,32,24,1,1,5.0,3.0
非普工业,2021-06-06,2208.2928,1216.8426,32,24,1,1,3.0,3.0
非普工业,2021-06-07,3264.9852,1355.6454,31,24,1,1,11.0,6.0
非普工业,2021-06-08,3381.0576,1444.7316,35,25,1,1,3.0,7.0
非普工业,2021-06-09,3487.275,1513.7418,34,25,1,1,7.0,7.0
非普工业,2021-06-10,3435.0714,1559.823,34,27,1,1,7.0,3.0
非普工业,2021-06-11,3384.3228,1071.0084,34,25,1,1,7.0,7.0
非普工业,2021-06-12,2450.01,1019.4798,31,24,1,1,11.0,11.0
非普工业,2021-06-13,2243.5698,1433.1084,32,27,5,5,11.0,7.0
非普工业,2021-06-14,2263.8084,1394.4642,31,25,1,1,7.0,3.0
非普工业,2021-06-15,3395.592,1443.2676,34,27,1,1,7.0,3.0
非普工业,2021-06-16,3459.171,1500.7812,34,27,1,1,7.0,3.0
非普工业,2021-06-17,3491.2494,1594.2252,34,27,1,1,3.0,3.0
非普工业,2021-06-18,3550.0074,1521.8712,35,26,1,1,3.0,3.0
非普工业,2021-06-19,2785.4286,1040.1696,36,28,1,1,3.0,3.0
非普工业,2021-06-20,2568.6594,1521.5004,35,28,1,1,3.0,3.0
非普工业,2021-06-21,3543.7806,1427.181,35,25,1,1,7.0,13.0
非普工业,2021-06-22,3060.4374,1373.448,30,25,1,1,11.0,13.0
非普工业,2021-06-23,3030.9912,1303.5066,30,25,1,1,11.0,7.0
非普工业,2021-06-24,3019.9254,1282.029,29,24,1,1,13.0,5.0
非普工业,2021-06-25,3125.5704,922.1736,32,26,1,1,7.0,7.0
非普工业,2021-06-26,2711.7996,1289.3568,35,25,1,1,7.0,3.0
非普工业,2021-06-27,2543.823,1217.2548,34,26,1,1,7.0,3.0
非普工业,2021-06-28,3525.5028,1076.1,32,26,1,1,8.0,7.0
非普工业,2021-06-29,3412.9752,1493.5368,33,26,1,1,11.0,7.0
非普工业,2021-06-30,3418.4358,1532.2632,33,27,1,1,7.0,7.0
非普工业,2021-07-01,3525.0846,1571.9358,35,28,1,1,3.0,3.0
非普工业,2021-07-02,3414.8832,1557.537,35,27,1,1,11.0,3.0
非普工业,2021-07-03,2684.3634,1100.6844,34,27,1,1,3.0,3.0
非普工业,2021-07-04,2384.652,1447.9386,35,27,1,1,3.0,3.0
非普工业,2021-07-05,3537.3678,1552.4106,35,28,1,1,3.0,0.0
非普工业,2021-07-06,3535.4718,1463.6604,34,26,1,1,7.0,7.0
非普工业,2021-07-07,3590.4654,1558.6386,33,27,1,1,7.0,7.0
非普工业,2021-07-08,3411.6798,1400.0742,34,27,1,1,3.0,3.0
非普工业,2021-07-09,3268.4466,1110.2556,36,28,1,1,3.0,3.0
非普工业,2021-07-10,2724.8706,1411.9092,36,28,1,1,3.0,3.0
非普工业,2021-07-11,2410.6266,1547.4792,36,27,1,1,3.0,3.0
非普工业,2021-07-12,3446.9322,1580.499,36,27,1,1,3.0,3.0
非普工业,2021-07-13,3211.0902,1501.5396,36,28,1,1,3.0,3.0
非普工业,2021-07-14,3287.1642,1429.5828,36,28,1,1,3.0,3.0
非普工业,2021-07-15,3362.649000000001,1511.5464,37,27,1,1,3.0,3.0
非普工业,2021-07-16,3299.5722,1077.3912,36,27,1,1,7.0,7.0
非普工业,2021-07-17,2573.7684,901.4544,34,27,1,1,7.0,7.0
非普工业,2021-07-18,2435.1534,1326.2322,34,26,1,1,7.0,7.0
非普工业,2021-07-19,3202.2234,1439.0916,31,26,1,1,11.0,8.0
非普工业,2021-07-20,2992.4058,1354.2444,30,25,1,1,13.0,7.0
非普工业,2021-07-21,3010.677,1408.9296,30,26,5,5,11.0,7.0
非普工业,2021-07-22,3093.2214,1454.0418,34,27,1,1,6.0,3.0
非普工业,2021-07-23,3136.7058,1120.1688,37,27,1,1,0.0,0.0
非普工业,2021-07-24,2698.9716,1480.6656,37,27,1,1,3.0,0.0
非普工业,2021-07-25,2470.0734,1454.5404,36,28,1,1,3.0,3.0
非普工业,2021-07-26,3437.8056,1468.9074,37,27,1,1,7.0,3.0
非普工业,2021-07-27,3403.74,1455.2022,37,28,1,1,3.0,3.0
非普工业,2021-07-28,3383.85,1478.418,37,28,1,1,7.0,7.0
非普工业,2021-07-29,3374.145,978.858,36,26,1,1,11.0,7.0
非普工业,2021-07-30,3174.804,1460.7936,34,26,1,1,11.0,7.0
非普工业,2021-07-31,2677.5498,869.7510000000002,35,26,1,1,11.0,7.0
非普工业,2021-08-01,2428.833,1429.0116,34,25,1,1,7.0,3.0
非普工业,2021-08-02,2982.0954,1265.0892,34,26,1,1,7.0,7.0
非普工业,2021-08-03,3133.0488,1371.3354,34,26,1,1,7.0,7.0
非普工业,2021-08-04,3082.2072,1400.9634,31,26,1,1,11.0,7.0
非普工业,2021-08-05,3003.123,1362.849,33,26,1,1,7.0,7.0
非普工业,2021-08-06,3070.5174,1424.0394,32,26,1,1,11.0,7.0
非普工业,2021-08-07,2526.8004,1394.8116,33,26,1,1,11.0,8.0
非普工业,2021-08-08,2343.5808,1354.5588,32,27,1,1,7.0,7.0
非普工业,2021-08-09,3124.701,1067.7954,35,26,1,1,7.0,7.0
非普工业,2021-08-10,2854.7076,1389.7608,30,26,1,1,7.0,7.0
非普工业,2021-08-11,2835.381,1391.8596,33,26,1,1,11.0,7.0
非普工业,2021-08-12,3092.5866,1405.3104,33,25,1,1,11.0,7.0
非普工业,2021-08-13,3010.4856,1406.8302,34,26,1,1,7.0,7.0
非普工业,2021-08-14,2475.9534,1499.4042,33,26,1,1,11.0,7.0
非普工业,2021-08-15,2210.9268,1283.7432,32,25,1,1,11.0,7.0
非普工业,2021-08-16,3037.3128,1388.7942,33,25,1,1,7.0,3.0
非普工业,2021-08-17,3135.3678,1421.9898,34,27,1,1,3.0,3.0
非普工业,2021-08-18,3217.6968,1319.9838,36,27,1,1,7.0,5.0
非普工业,2021-08-19,3173.2944,1290.7422,33,25,1,1,7.0,3.0
非普工业,2021-08-20,3208.2834,986.3232,35,26,1,1,3.0,3.0
非普工业,2021-08-21,2531.592,864.5856,36,27,1,1,0.0,0.0
非普工业,2021-08-22,2321.0214,1330.9254,36,27,1,1,3.0,3.0
非普工业,2021-08-23,3200.8014,1355.2584,36,27,1,1,3.0,3.0
非普工业,2021-08-24,3293.208,1379.5379999999998,36,27,1,1,3.0,3.0
非普工业,2021-08-25,3285.6264,1423.626,33,26,1,1,7.0,3.0
非普工业,2021-08-26,3387.783,1431.555,35,27,1,1,7.0,7.0
非普工业,2021-08-27,3207.7014,1416.9294,35,26,1,1,7.0,7.0
非普工业,2021-08-28,2418.1716,1291.5816,33,26,1,1,7.0,3.0
非普工业,2021-08-29,2486.0946,1420.2804,32,25,1,1,7.0,7.0
非普工业,2021-08-30,3316.1904,1434.9684,34,26,1,1,6.0,6.0
非普工业,2021-08-31,3223.692,1401.9822,32,26,1,1,7.0,6.0
