行业类型,日期1,有功功率最大值（kw）,有功功率最小值（kw）,最高温度,最低温度,白天风力风向,夜晚风力风向,天气1,天气2
商业,2020-01-03,54988.3986,14511.3576,23,15,1,1,0.0,3.0
商业,2020-01-04,55351.9125,14717.8764,24,16,1,1,3.0,3.0
商业,2020-01-05,53152.5878,14996.5008,24,16,1,1,3.0,8.0
商业,2020-01-06,57175.1631,14789.5833,25,20,1,1,5.0,5.0
商业,2020-01-07,57133.8576,13084.2777,26,16,1,1,3.0,0.0
商业,2020-01-08,56054.5536,15212.1831,24,15,1,1,0.0,3.0
商业,2020-01-09,56668.0053,14946.7584,25,17,1,1,3.0,3.0
商业,2020-01-10,56040.8904,14992.7442,25,19,1,1,5.0,5.0
商业,2020-01-11,53669.6559,15084.1551,24,11,5,5,5.0,8.0
商业,2020-01-12,47302.4205,14582.6457,15,9,1,1,5.0,3.0
商业,2020-01-13,49469.8395,12089.8125,21,12,1,1,3.0,3.0
商业,2020-01-14,49441.9206,13749.4116,21,15,1,1,3.0,3.0
商业,2020-01-15,50332.6509,13687.6329,23,14,1,1,3.0,3.0
商业,2020-01-16,49184.4756,13904.0082,23,13,5,5,5.0,3.0
商业,2020-01-17,46066.2279,13564.5861,14,10,1,1,5.0,5.0
商业,2020-01-18,44483.8167,12917.4135,15,12,1,1,5.0,5.0
商业,2020-01-19,43503.8685,13053.7986,15,12,1,1,5.0,5.0
商业,2020-01-20,42130.9995,12706.0122,18,12,1,1,5.0,3.0
商业,2020-01-21,40969.1562,11531.4402,21,15,1,1,5.0,5.0
商业,2020-01-22,39646.1205,12054.0843,24,18,1,1,3.0,5.0
商业,2020-01-23,37463.9253,11999.898,26,19,1,1,3.0,3.0
商业,2020-01-24,32327.5071,11643.2409,27,19,1,1,5.0,3.0
商业,2020-01-25,28854.2697,11236.7343,15,11,1,1,8.0,11.0
商业,2020-01-26,25246.9173,10363.3089,15,7,5,5,8.0,5.0
商业,2020-01-27,22609.212000000003,10394.0877,15,7,1,1,3.0,3.0
商业,2020-01-28,21893.6922,9250.6488,15,7,1,1,3.0,0.0
商业,2020-01-29,21787.0995,10067.2896,16,8,5,5,3.0,0.0
商业,2020-01-30,21391.6155,10044.3048,17,8,1,1,0.0,0.0
商业,2020-01-31,20809.2249,9877.4022,20,8,1,1,0.0,3.0
商业,2020-02-01,19728.0498,9232.725,19,10,1,1,5.0,5.0
商业,2020-02-02,19483.8006,9307.0686,20,14,1,1,5.0,5.0
商业,2020-02-03,20076.0876,9624.1563,19,11,1,1,8.0,9.0
商业,2020-02-04,19469.9793,9700.5315,15,11,1,1,6.0,6.0
商业,2020-02-05,19154.1057,9715.7508,18,13,1,1,8.0,5.0
商业,2020-02-06,19076.4222,9615.6564,18,14,1,1,8.0,8.0
商业,2020-02-07,18842.1423,9872.955,16,12,1,1,8.0,5.0
商业,2020-02-08,17980.0455,9593.3016,19,13,1,1,5.0,3.0
商业,2020-02-09,17972.2716,9553.6506,18,12,1,1,5.0,5.0
商业,2020-02-10,21890.7258,8937.7911,19,14,1,1,5.0,8.0
商业,2020-02-11,21184.5717,9716.8593,18,14,1,1,8.0,5.0
商业,2020-02-12,21200.8329,2684.5014,21,16,1,1,5.0,8.0
商业,2020-02-13,21765.7674,9784.2147,21,17,1,1,13.0,11.0
商业,2020-02-14,22846.8444,9677.5938,23,19,1,1,8.0,11.0
商业,2020-02-15,20709.6786,9956.2587,21,8,5,5,15.0,11.0
商业,2020-02-16,20109.4122,8474.7855,12,6,5,5,8.0,5.0
商业,2020-02-17,23170.887,9823.0566,16,6,5,5,0.0,0.0
商业,2020-02-18,22926.0039,9837.2115,17,8,1,1,0.0,0.0
商业,2020-02-19,23715.5712,9744.0519,19,10,1,1,3.0,3.0
商业,2020-02-20,24400.9521,9752.4285,22,12,1,1,3.0,3.0
商业,2020-02-21,25214.406000000006,9752.9895,24,14,1,1,0.0,3.0
商业,2020-02-22,24155.7012,9919.9842,26,15,1,1,3.0,3.0
商业,2020-02-23,23345.4822,9871.7145,26,16,1,1,3.0,3.0
商业,2020-02-24,28492.9401,9901.0596,25,18,1,1,3.0,3.0
商业,2020-02-25,30143.3697,9466.9182,27,18,1,1,3.0,3.0
商业,2020-02-26,31951.56,10515.3996,28,19,1,1,0.0,3.0
商业,2020-02-27,31960.2444,10915.8309,28,18,1,1,3.0,5.0
商业,2020-02-28,32019.9819,10892.2509,26,19,1,1,5.0,5.0
商业,2020-02-29,30956.8209,10817.673,27,18,1,1,5.0,5.0
商业,2020-03-01,31654.2186,10963.1874,27,19,1,1,3.0,3.0
商业,2020-03-02,36256.8795,11255.4729,26,18,1,1,3.0,3.0
商业,2020-03-03,36377.8503,10998.7356,25,18,1,1,5.0,11.0
商业,2020-03-04,36940.4928,11061.5928,18,13,1,1,,11.0
商业,2020-03-05,37258.4901,10938.7818,20,14,1,1,5.0,3.0
商业,2020-03-06,38129.6934,10877.6301,21,18,1,1,5.0,5.0
商业,2020-03-07,35935.6062,11102.9172,24,18,1,1,5.0,5.0
商业,2020-03-08,35520.1812,11415.8793,26,22,1,1,5.0,5.0
商业,2020-03-09,42278.7036,11382.6231,26,18,5,5,8.0,11.0
商业,2020-03-10,39320.2623,11433.966,23,16,5,5,3.0,3.0
商业,2020-03-11,40457.6598,11173.6017,24,18,1,1,3.0,8.0
商业,2020-03-12,41175.6237,11266.2816,23,18,1,1,5.0,5.0
商业,2020-03-13,43548.8847,11678.1339,27,18,1,1,8.0,8.0
商业,2020-03-14,38723.6907,11527.2768,21,16,1,1,5.0,3.0
商业,2020-03-15,35937.537000000004,11290.6368,24,17,1,1,3.0,3.0
商业,2020-03-16,41517.0555,11488.8441,23,19,1,1,5.0,5.0
商业,2020-03-17,42636.462,11720.1291,23,20,1,1,5.0,8.0
商业,2020-03-18,42764.3895,11840.3925,22,18,1,1,6.0,11.0
商业,2020-03-19,43067.2134,11922.9381,22,19,1,1,11.0,11.0
商业,2020-03-20,43089.0909,11797.6989,24,21,1,1,6.0,5.0
商业,2020-03-21,43149.7995,11939.9382,25,21,1,1,5.0,3.0
商业,2020-03-22,42720.7092,11168.4435,29,21,1,1,3.0,3.0
商业,2020-03-23,48385.4274,12654.5775,28,22,1,1,3.0,3.0
商业,2020-03-24,49016.7483,13096.2576,29,22,1,1,5.0,6.0
商业,2020-03-25,49468.6485,13042.3314,27,22,1,1,7.0,7.0
商业,2020-03-26,49947.9294,13163.0802,27,20,1,1,7.0,7.0
商业,2020-03-27,51949.212,13387.5039,27,17,1,1,13.0,15.0
商业,2020-03-28,41803.2138,12627.3864,21,17,5,5,5.0,5.0
商业,2020-03-29,38933.2404,12114.0549,21,18,1,1,5.0,8.0
商业,2020-03-30,43552.9386,11602.8246,16,13,1,1,8.0,8.0
商业,2020-03-31,43682.1477,11137.9236,16,13,1,1,6.0,6.0
商业,2020-04-01,42808.3677,11508.7092,18,14,1,1,6.0,6.0
商业,2020-04-02,43999.5015,11791.7487,18,14,1,1,8.0,8.0
商业,2020-04-03,44100.1461,11779.8045,19,16,1,1,8.0,8.0
商业,2020-04-04,34664.0865,11755.4103,18,15,1,1,8.0,6.0
商业,2020-04-05,36487.8327,11419.383,16,15,1,1,11.0,11.0
商业,2020-04-06,39541.3896,11530.4634,16,14,1,1,13.0,8.0
商业,2020-04-07,44573.4252,11642.6427,18,16,1,1,5.0,5.0
商业,2020-04-08,44869.3074,11883.264,24,17,1,1,3.0,3.0
商业,2020-04-09,46307.9121,12064.8693,26,19,1,1,3.0,3.0
商业,2020-04-10,45365.8323,12055.3164,28,19,1,1,3.0,3.0
商业,2020-04-11,46921.209,12487.8627,27,15,5,5,13.0,6.0
商业,2020-04-12,38863.8009,12151.0425,22,11,5,5,0.0,0.0
商业,2020-04-13,43934.5434,11633.4468,24,15,1,1,0.0,3.0
商业,2020-04-14,44655.3048,12131.2206,23,15,1,1,5.0,5.0
商业,2020-04-15,45041.328,12104.4393,25,16,1,1,0.0,3.0
商业,2020-04-16,47950.8201,12478.2432,27,18,1,1,3.0,3.0
商业,2020-04-17,50781.9909,12934.3221,28,21,1,1,3.0,5.0
商业,2020-04-18,50886.9228,13501.1589,28,22,1,1,5.0,5.0
商业,2020-04-19,51845.0625,13825.5789,29,23,1,1,3.0,3.0
商业,2020-04-20,61941.7557,14341.3359,31,24,1,1,3.0,3.0
商业,2020-04-21,66409.7343,15684.8874,31,21,1,1,7.0,11.0
商业,2020-04-22,52004.4186,14908.941,23,18,1,1,11.0,11.0
商业,2020-04-23,47568.8535,12621.9567,20,16,1,1,11.0,9.0
商业,2020-04-24,45843.6945,12592.9512,19,15,1,1,8.0,5.0
商业,2020-04-25,44625.762,12504.4152,22,17,1,1,5.0,8.0
商业,2020-04-26,47043.1887,12901.4538,25,19,1,1,5.0,5.0
商业,2020-04-27,53038.1337,13110.3192,29,19,1,1,3.0,3.0
商业,2020-04-28,57414.1419,13960.0059,30,20,1,1,3.0,3.0
商业,2020-04-29,58309.1454,14335.5315,31,21,1,1,3.0,3.0
商业,2020-04-30,62970.813,15009.4419,31,22,1,1,3.0,3.0
商业,2020-05-01,56653.2441,15436.5222,32,23,1,1,0.0,3.0
商业,2020-05-02,59262.8739,16199.7966,32,25,1,1,3.0,3.0
商业,2020-05-03,63845.2764,16568.6523,33,25,1,1,0.0,0.0
商业,2020-05-04,75940.9119,17699.9397,35,26,1,1,0.0,0.0
商业,2020-05-05,80121.3585,18923.7486,35,27,1,1,3.0,3.0
商业,2020-05-06,93090.7695,19145.331,35,27,1,1,3.0,3.0
商业,2020-05-07,96112.3719,20382.5892,35,28,5,5,3.0,3.0
商业,2020-05-08,97736.052,20608.3773,34,28,1,1,3.0,3.0
商业,2020-05-09,97802.2449,20935.6113,35,27,1,1,3.0,7.0
商业,2020-05-10,84312.33,21500.034,32,25,1,1,11.0,11.0
商业,2020-05-11,94350.4875,18731.0457,31,24,1,1,11.0,11.0
商业,2020-05-12,85298.5833,18812.7315,30,24,1,1,5.0,5.0
商业,2020-05-13,90193.0875,18751.3464,33,26,1,1,7.0,3.0
商业,2020-05-14,87840.0714,18611.9229,32,25,1,1,6.0,3.0
商业,2020-05-15,95116.0725,19342.314,34,26,1,1,3.0,3.0
商业,2020-05-16,89487.0072,20134.8336,35,26,1,1,0.0,3.0
商业,2020-05-17,75959.8446,18863.8914,32,24,1,1,7.0,13.0
商业,2020-05-18,87040.8213,18212.1243,29,24,1,1,7.0,13.0
商业,2020-05-19,90483.5691,18743.1297,31,24,1,1,7.0,7.0
商业,2020-05-20,96304.6251,19828.5159,33,25,1,1,7.0,
商业,2020-05-21,95765.7111,20087.2878,29,25,1,1,15.0,13.0
商业,2020-05-22,89409.5982,19664.0631,30,25,1,1,13.0,6.0
商业,2020-05-23,79128.1683,19118.6124,30,24,1,1,5.0,7.0
商业,2020-05-24,72233.6592,19235.571,33,25,1,1,3.0,3.0
商业,2020-05-25,89709.2124,18700.2774,30,25,1,1,13.0,13.0
商业,2020-05-26,98199.4491,19701.2109,32,26,1,1,6.0,6.0
商业,2020-05-27,84175.0869,19302.2334,31,25,1,1,5.0,5.0
商业,2020-05-28,87316.8321,18366.2409,32,25,1,1,3.0,3.0
商业,2020-05-29,94650.3048,19734.6177,31,25,1,1,6.0,6.0
商业,2020-05-30,84851.3076,20379.8118,30,26,1,1,11.0,7.0
商业,2020-05-31,82760.7891,20777.8458,33,26,1,1,7.0,3.0
商业,2020-06-01,98674.6272,19236.3291,31,26,1,1,7.0,5.0
商业,2020-06-02,87474.2103,19310.5281,31,26,1,1,13.0,6.0
商业,2020-06-03,96684.5928,18902.0997,33,25,1,1,7.0,6.0
商业,2020-06-04,98183.0187,20199.321,33,26,1,1,7.0,3.0
商业,2020-06-05,103696.4787,21111.7719,33,25,1,1,7.0,15.0
商业,2020-06-06,90523.2066,20249.7516,30,25,1,1,11.0,14.0
商业,2020-06-07,71762.5482,20008.3386,29,25,1,1,13.0,7.0
商业,2020-06-08,90794.5938,20120.3268,30,26,1,1,14.0,8.0
商业,2020-06-09,96953.9583,20350.0089,31,26,1,1,7.0,5.0
商业,2020-06-10,93872.3877,18454.674,32,26,1,1,3.0,3.0
商业,2020-06-11,99960.384,20600.4099,35,27,1,1,3.0,3.0
商业,2020-06-12,100973.1477,20803.6146,35,27,1,1,3.0,3.0
商业,2020-06-13,95618.694,22117.485,35,26,1,1,3.0,11.0
商业,2020-06-14,78471.8925,22187.2686,30,25,5,5,,6.0
商业,2020-06-15,99155.7297,19125.7857,31,26,1,1,6.0,6.0
商业,2020-06-16,99746.556,20407.8708,33,26,1,1,7.0,3.0
商业,2020-06-17,97964.3718,20327.0466,33,25,1,1,6.0,3.0
商业,2020-06-18,98973.4116,19907.6895,33,26,1,1,6.0,3.0
商业,2020-06-19,101056.4004,21019.4652,35,27,1,1,0.0,0.0
商业,2020-06-20,96359.3061,21750.7584,35,27,1,1,0.0,3.0
商业,2020-06-21,86288.95199999999,22126.8177,35,28,1,1,3.0,3.0
商业,2020-06-22,108674.2434,21839.6094,35,28,1,1,3.0,3.0
商业,2020-06-23,109982.61,23449.7607,35,29,1,1,3.0,3.0
商业,2020-06-24,109663.1979,23401.0563,35,28,1,1,3.0,3.0
商业,2020-06-25,80306.655,22799.9694,31,27,1,1,7.0,7.0
商业,2020-06-26,90713.0817,21721.5441,34,27,1,1,3.0,3.0
商业,2020-06-27,93746.0901,22954.1637,35,27,1,1,3.0,3.0
商业,2020-06-28,105784.971,22517.4063,35,28,1,1,3.0,3.0
商业,2020-06-29,108132.462,21562.0992,35,28,1,1,3.0,3.0
商业,2020-06-30,111480.6288,24026.949,35,28,1,1,0.0,3.0
商业,2020-07-01,107458.2048,24605.1048,34,26,1,1,7.0,6.0
商业,2020-07-02,110550.3168,23336.7237,34,27,1,1,7.0,6.0
商业,2020-07-03,104736.876,55.92,33,27,1,1,7.0,6.0
商业,2020-07-04,93018.4317,22323.9,33,27,1,1,7.0,7.0
商业,2020-07-04,93018.4317,22323.9,33,27,1,1,7.0,7.0
商业,2020-07-05,85540.8639,21818.9661,35,27,1,1,3.0,3.0
商业,2020-07-05,85540.8639,21818.9661,35,27,1,1,3.0,3.0
商业,2020-07-06,107303.5872,21338.7162,36,27,1,1,6.0,3.0
商业,2020-07-07,108891.0516,22179.237,35,28,1,1,3.0,3.0
商业,2020-07-08,108314.7111,23418.1806,34,28,1,1,6.0,3.0
商业,2020-07-09,112186.8432,23739.4488,34,27,5,5,7.0,5.0
商业,2020-07-10,110507.859,24464.2119,35,29,1,1,3.0,3.0
商业,2020-07-11,106007.2059,24514.9602,35,29,1,1,3.0,3.0
商业,2020-07-12,90447.252,25154.7354,35,28,1,1,3.0,3.0
商业,2020-07-13,111695.2689,23408.5143,36,28,1,1,0.0,0.0
商业,2020-07-14,113146.2564,23974.1406,37,28,1,1,3.0,3.0
商业,2020-07-15,115457.0682,24420.5622,37,28,1,1,0.0,0.0
商业,2020-07-16,115236.0069,25044.1962,36,29,1,1,3.0,3.0
商业,2020-07-17,115470.4095,24522.2877,36,29,1,1,0.0,0.0
商业,2020-07-18,109229.6394,24665.0664,37,28,1,1,3.0,3.0
商业,2020-07-19,94200.9747,25518.2883,36,28,1,1,3.0,3.0
商业,2020-07-20,113617.6239,24437.0946,36,29,1,1,3.0,3.0
商业,2020-07-21,115854.9834,24953.103,36,28,1,1,3.0,3.0
商业,2020-07-22,114118.0041,24897.5112,37,28,1,1,0.0,0.0
商业,2020-07-23,115737.378,24370.9551,36,28,1,1,0.0,0.0
商业,2020-07-24,116081.9016,446.892,38,28,1,1,0.0,3.0
商业,2020-07-25,110149.6206,25218.2781,37,29,1,1,0.0,0.0
商业,2020-07-26,96601.6653,26171.5209,38,29,1,1,0.0,0.0
商业,2020-07-27,118429.6221,24706.1586,37,29,1,1,3.0,3.0
商业,2020-07-28,119094.5184,24944.205,36,28,1,1,3.0,3.0
商业,2020-07-29,118081.1883,25055.4195,37,28,1,1,3.0,3.0
商业,2020-07-30,117788.5671,25262.2551,35,27,1,1,7.0,7.0
商业,2020-07-31,110822.6415,24896.0046,31,26,1,1,,11.0
商业,2020-08-01,100445.4456,22006.8963,31,26,5,5,11.0,11.0
商业,2020-08-02,84432.9618,21874.689,29,25,1,1,,6.0
商业,2020-08-03,98807.9817,20356.0992,31,25,1,1,11.0,6.0
商业,2020-08-04,101799.2049,20202.2703,35,26,1,1,7.0,7.0
商业,2020-08-05,95033.7324,20965.8411,30,25,1,1,11.0,11.0
商业,2020-08-06,101553.2316,19675.0476,33,26,1,1,7.0,3.0
商业,2020-08-07,106472.6724,21832.6935,35,26,1,1,3.0,3.0
商业,2020-08-08,100908.5121,22367.6169,34,26,1,1,8.0,5.0
商业,2020-08-09,88067.1726,24469.5117,36,27,1,1,3.0,3.0
商业,2020-08-10,113904.3375,23241.5256,36,27,1,1,3.0,3.0
商业,2020-08-11,115314.9216,24696.8769,36,27,1,1,3.0,3.0
商业,2020-08-12,107717.3532,23305.2405,32,26,5,5,7.0,7.0
商业,2020-08-13,101203.4535,21500.3097,33,25,5,5,11.0,11.0
商业,2020-08-14,105928.6278,21040.9524,33,26,5,5,6.0,7.0
商业,2020-08-15,93521.1795,21472.5378,34,26,1,1,6.0,6.0
商业,2020-08-16,85969.3932,22120.5612,34,27,1,1,7.0,7.0
商业,2020-08-17,105184.821,21763.0221,33,26,5,5,8.0,8.0
商业,2020-08-18,103420.4385,21768.0762,33,25,1,1,8.0,8.0
商业,2020-08-19,88551.3786,21124.8759,28,26,5,5,8.0,5.0
商业,2020-08-20,99996.1458,20769.8166,32,27,5,5,7.0,7.0
商业,2020-08-21,102712.7241,22147.7529,36,26,1,1,8.0,8.0
商业,2020-08-22,98501.4249,22877.3823,35,26,1,1,3.0,3.0
商业,2020-08-23,88223.9856,23335.7283,35,26,1,1,7.0,3.0
商业,2020-08-24,111267.726,22955.2143,34,26,1,1,3.0,3.0
商业,2020-08-25,113626.3197,18576.6948,36,26,1,1,3.0,3.0
商业,2020-08-26,112252.7838,25088.7024,31,24,1,1,5.0,3.0
商业,2020-08-27,106774.2672,23190.3993,34,25,1,1,3.0,3.0
商业,2020-08-28,110959.122,15972.5004,36,27,1,1,3.0,3.0
商业,2020-08-29,96477.4596,42.24,36,28,1,1,3.0,0.0
商业,2020-08-30,91985.6433,24672.1353,35,27,1,1,3.0,3.0
商业,2020-08-31,106532.5398,22587.318,35,27,1,1,7.0,7.0
商业,2020-09-01,110550.9354,23278.6833,36,28,1,1,7.0,3.0
商业,2020-09-02,110774.7624,22918.9215,36,27,1,1,3.0,3.0
商业,2020-09-03,111416.5593,24273.5991,36,28,1,1,3.0,3.0
商业,2020-09-04,113465.4903,25019.9736,35,27,1,1,7.0,3.0
商业,2020-09-05,92529.2139,23777.6376,33,27,1,1,7.0,7.0
商业,2020-09-06,87957.0711,23054.3313,34,26,1,1,7.0,7.0
商业,2020-09-07,108666.1497,22253.8401,33,25,1,1,7.0,7.0
商业,2020-09-08,93504.9927,3978.7218,32,26,1,1,7.0,11.0
商业,2020-09-09,99539.2263,21511.8522,33,25,1,1,7.0,7.0
商业,2020-09-10,101269.7346,20899.9941,32,25,1,1,7.0,7.0
商业,2020-09-11,107046.6525,21908.5494,33,25,1,1,7.0,7.0
商业,2020-09-12,96880.8798,22035.5112,32,25,1,1,11.0,11.0
商业,2020-09-13,86460.0831,21754.1637,31,24,1,1,11.0,7.0
商业,2020-09-14,97415.7084,20712.5115,33,25,1,1,7.0,7.0
商业,2020-09-15,94022.6211,20916.3651,31,25,1,1,7.0,7.0
商业,2020-09-16,99866.8248,20061.8211,32,24,1,1,7.0,3.0
商业,2020-09-17,100876.9884,20939.4225,33,25,1,1,7.0,7.0
商业,2020-09-18,97339.929,21583.9389,29,24,1,1,11.0,11.0
商业,2020-09-19,87728.0526,19862.4528,28,25,1,1,11.0,7.0
商业,2020-09-20,83215.4757,20098.2378,30,25,1,1,11.0,7.0
商业,2020-09-21,99437.9196,20142.6072,33,25,1,1,7.0,7.0
商业,2020-09-22,99981.858,20808.6123,32,24,1,1,7.0,7.0
商业,2020-09-23,101289.2325,21425.4222,31,24,1,1,7.0,7.0
商业,2020-09-24,87516.0258,19911.1287,30,24,1,1,7.0,3.0
商业,2020-09-25,86448.5301,18589.5591,31,24,1,1,3.0,3.0
商业,2020-09-26,82526.7279,19606.7001,28,24,1,1,11.0,11.0
商业,2020-09-27,71658.2256,18144.1446,28,23,1,1,7.0,7.0
商业,2020-09-28,76315.2114,16591.7478,30,25,1,1,7.0,7.0
商业,2020-09-29,83484.1209,17900.7069,29,24,1,1,7.0,7.0
商业,2020-09-30,89751.8478,18896.2719,30,23,1,1,11.0,7.0
商业,2020-10-01,63005.9376,18158.0961,28,24,1,1,7.0,3.0
商业,2020-10-02,65999.595,17523.6405,31,23,1,1,7.0,3.0
商业,2020-10-03,71082.9147,18295.8807,31,23,1,1,3.0,3.0
商业,2020-10-04,74846.8344,19581.5556,33,22,1,1,7.0,8.0
商业,2020-10-05,74489.6745,20031.7347,28,21,5,5,5.0,5.0
商业,2020-10-06,67323.1722,18015.0075,29,21,1,1,3.0,3.0
商业,2020-10-07,61619.4564,15981.1671,29,21,1,1,3.0,3.0
商业,2020-10-08,58689.2499,15437.9334,27,20,5,5,3.0,3.0
商业,2020-10-09,61978.8669,14721.4632,27,20,1,1,3.0,3.0
商业,2020-10-10,64772.0355,14794.8477,28,21,1,1,3.0,3.0
商业,2020-10-11,63761.5806,16264.1166,29,21,1,1,3.0,3.0
商业,2020-10-12,73046.2044,16413.3027,28,21,1,1,3.0,3.0
商业,2020-10-13,73562.7168,17448.9399,26,22,1,1,8.0,8.0
商业,2020-10-14,75777.3441,16960.971,24,22,1,1,8.0,8.0
商业,2020-10-15,78712.245,16951.4121,29,22,1,1,5.0,3.0
商业,2020-10-16,76348.1856,18184.2939,30,20,5,5,3.0,3.0
商业,2020-10-17,66943.9512,16803.6378,29,22,1,1,3.0,3.0
商业,2020-10-18,63086.4672,16179.3507,28,21,1,1,3.0,3.0
商业,2020-10-19,63683.7783,15581.025,26,20,5,5,3.0,3.0
商业,2020-10-20,62397.8847,14919.5283,26,19,1,1,3.0,3.0
商业,2020-10-21,61115.2692,15367.7529,27,19,5,5,3.0,5.0
商业,2020-10-22,59234.8905,14927.5734,25,19,5,5,3.0,3.0
商业,2020-10-23,58161.9558,14849.5794,26,17,5,5,3.0,5.0
商业,2020-10-24,55638.3939,14756.3133,24,20,1,1,5.0,3.0
商业,2020-10-25,55511.7759,15440.0574,27,20,1,1,5.0,5.0
商业,2020-10-26,65445.6105,15387.6555,29,21,1,1,3.0,3.0
商业,2020-10-27,70801.4328,16267.3344,30,21,1,1,0.0,3.0
商业,2020-10-28,69417.0699,17117.2038,31,21,1,1,3.0,3.0
商业,2020-10-29,63012.0969,16323.5064,25,19,5,5,8.0,3.0
商业,2020-10-30,61314.7176,15631.5792,27,20,1,1,3.0,3.0
商业,2020-10-31,61186.3854,15920.1504,27,21,1,1,3.0,3.0
商业,2020-11-01,60267.5352,16243.2618,29,20,1,1,3.0,3.0
商业,2020-11-02,65567.3022,15934.7448,27,19,5,5,5.0,3.0
商业,2020-11-03,60693.9636,15006.3342,26,19,1,1,3.0,3.0
商业,2020-11-04,58322.3502,15417.5154,27,19,1,1,3.0,3.0
商业,2020-11-05,61524.1752,15300.2652,28,18,1,1,3.0,3.0
商业,2020-11-06,62918.643,15229.7478,29,20,5,5,3.0,3.0
商业,2020-11-07,62329.07700000001,15780.2586,29,20,5,5,3.0,3.0
商业,2020-11-08,57033.3792,16436.5776,27,19,1,1,3.0,3.0
商业,2020-11-09,58307.1174,15059.463,26,17,1,1,3.0,3.0
商业,2020-11-10,56866.35,15006.2514,25,18,1,1,3.0,3.0
商业,2020-11-11,57629.5584,14298.9654,25,15,1,1,3.0,3.0
商业,2020-11-12,58871.3118,14317.8522,27,17,5,5,0.0,3.0
商业,2020-11-13,58201.545,14743.8636,27,18,5,5,3.0,5.0
商业,2020-11-14,56738.7132,15205.911,24,20,1,1,5.0,5.0
商业,2020-11-15,52861.4658,14893.1334,25,19,1,1,3.0,3.0
商业,2020-11-16,61757.2566,14689.0152,28,19,1,1,3.0,3.0
商业,2020-11-17,62312.391,15345.2742,29,21,1,1,3.0,5.0
商业,2020-11-18,67234.7508,15741.7188,28,22,1,1,3.0,5.0
商业,2020-11-19,71504.4096,16790.7396,28,23,1,1,3.0,3.0
商业,2020-11-20,74707.0692,1846.782,30,23,1,1,3.0,3.0
商业,2020-11-21,71843.7888,13275.1044,27,22,1,1,5.0,3.0
商业,2020-11-22,65016.7752,17388.4698,28,18,1,1,8.0,5.0
商业,2020-11-23,57368.0454,15838.9038,25,17,1,1,3.0,3.0
商业,2020-11-24,57044.2434,14056.1124,26,17,1,1,3.0,3.0
商业,2020-11-25,59996.9208,15112.7124,27,19,1,1,3.0,3.0
商业,2020-11-26,62223.1806,15479.28,27,16,5,5,3.0,3.0
商业,2020-11-27,55552.4454,15074.2344,23,15,1,1,3.0,3.0
商业,2020-11-28,52414.425,14337.1644,22,14,1,1,3.0,0.0
商业,2020-11-29,48580.5024,14142.7812,22,14,5,5,3.0,3.0
商业,2020-11-30,50538.6654,13795.6152,21,14,1,1,0.0,0.0
商业,2020-12-01,50895.048,13798.656,22,14,5,5,3.0,3.0
商业,2020-12-02,51773.4324,13840.7658,23,12,1,1,3.0,0.0
商业,2020-12-03,50592.1128,13996.1874,21,11,1,1,0.0,0.0
商业,2020-12-03,50592.1128,13996.1874,21,11,1,1,0.0,0.0
商业,2020-12-04,50617.572,14359.2468,17,10,1,1,3.0,3.0
商业,2020-12-05,49376.8434,14598.5274,18,12,1,1,0.0,3.0
商业,2020-12-06,47079.0396,14707.3326,21,14,1,1,3.0,3.0
商业,2020-12-07,50671.311,14012.2404,22,11,5,5,3.0,3.0
商业,2020-12-08,50146.1766,14114.9214,21,14,1,1,3.0,3.0
商业,2020-12-09,50212.4274,13912.4652,22,14,1,1,3.0,3.0
商业,2020-12-10,51010.6104,13741.593,20,15,1,1,3.0,5.0
商业,2020-12-11,50715.051,13777.3428,23,18,1,1,3.0,3.0
商业,2020-12-12,51226.7376,13702.206,23,17,1,1,3.0,3.0
商业,2020-12-13,49765.956,13685.0154,20,14,1,1,8.0,8.0
商业,2020-12-14,50804.553,13639.3482,16,9,1,1,8.0,8.0
商业,2020-12-15,51578.583,14249.0442,13,8,5,5,3.0,5.0
商业,2020-12-16,52506.7266,14844.3648,14,10,1,1,3.0,3.0
商业,2020-12-17,52985.7594,15015.4692,14,8,1,1,3.0,3.0
商业,2020-12-18,52789.7436,15167.7414,13,10,5,5,3.0,3.0
商业,2020-12-19,51275.1564,15415.821000000002,14,8,5,5,3.0,3.0
商业,2020-12-20,47150.4288,15578.2614,15,9,5,5,3.0,5.0
商业,2020-12-21,51417.4824,14874.1434,17,10,1,1,3.0,3.0
商业,2020-12-22,50423.5164,14674.323,18,11,1,1,3.0,5.0
商业,2020-12-23,50104.2696,14441.6292,17,14,1,1,6.0,3.0
商业,2020-12-24,49691.5422,14191.023,23,10,5,5,3.0,3.0
商业,2020-12-25,50577.5784,14146.059,20,14,1,1,3.0,5.0
商业,2020-12-26,48781.6386,14116.0812,20,16,1,1,3.0,3.0
商业,2020-12-27,48724.1712,13953.2742,24,17,1,1,3.0,3.0
商业,2020-12-28,51001.0164,13488.848999999998,26,14,1,1,3.0,3.0
商业,2020-12-29,51420.6408,13980.9942,25,9,5,5,3.0,3.0
商业,2020-12-30,50540.679,13928.6724,14,5,6,6,3.0,3.0
商业,2020-12-31,52726.7556,8200.4508,13,3,1,1,3.0,0.0
商业,2021-01-01,45502.8156,17048.2704,14,7,1,1,3.0,0.0
