行业类型,日期1,有功功率最大值（kw）,有功功率最小值（kw）,最高温度,最低温度,白天风力风向,夜晚风力风向,天气1,天气2
大工业用电,2019-12-08,112274.1396,89040.8256,21,10,1,1,0.0,0.0
大工业用电,2019-12-09,122197.1604,98535.36,20,10,1,1,3.0,0.0
大工业用电,2019-12-10,116067.4284,91527.1458,22,10,1,1,0.0,0.0
大工业用电,2019-12-11,118134.498,96227.202,23,10,1,1,0.0,0.0
大工业用电,2019-12-12,120764.4396,86015.7312,24,12,1,1,0.0,0.0
大工业用电,2019-12-13,120102.144,97973.1912,25,15,1,1,0.0,0.0
大工业用电,2019-12-14,117795.0696,94724.3262,25,14,1,1,0.0,3.0
大工业用电,2019-12-15,107559.0114,86778.8388,26,15,1,1,3.0,3.0
大工业用电,2019-12-16,116913.2604,87810.05699999999,25,19,1,1,5.0,5.0
大工业用电,2019-12-17,124552.0614,100319.8098,26,19,1,1,3.0,3.0
大工业用电,2019-12-18,125412.642,87402.3348,27,16,1,1,3.0,8.0
大工业用电,2019-12-19,120321.5034,99182.7126,15,13,5,5,5.0,5.0
大工业用电,2019-12-20,124049.4156,100625.3892,20,13,1,1,5.0,3.0
大工业用电,2019-12-21,118550.2398,97502.5974,19,13,1,1,5.0,5.0
大工业用电,2019-12-22,110639.2836,85498.8054,22,16,1,1,5.0,3.0
大工业用电,2019-12-23,121216.6968,94349.5266,23,15,1,1,3.0,8.0
大工业用电,2019-12-24,121129.8978,96431.4456,24,18,1,1,5.0,3.0
大工业用电,2019-12-25,120693.6132,98851.8432,22,16,1,1,3.0,3.0
大工业用电,2019-12-26,116953.0248,95559.237,22,11,5,5,0.0,3.0
大工业用电,2019-12-27,116780.0238,94881.7008,18,10,1,1,0.0,0.0
大工业用电,2019-12-28,113528.5638,93089.6616,21,12,1,1,3.0,5.0
大工业用电,2019-12-29,105079.3512,86902.299,18,15,1,1,8.0,5.0
大工业用电,2019-12-30,111888.1518,89882.62199999997,22,14,1,1,6.0,3.0
大工业用电,2019-12-31,103748.8848,75158.33099999999,22,14,1,1,3.0,0.0
大工业用电,2020-01-01,86410.4784,56778.9192,21,14,1,1,5.0,3.0
大工业用电,2020-01-02,109635.8022,64790.8734,23,15,1,1,3.0,0.0
大工业用电,2020-01-03,113761.7268,88375.9074,23,15,1,1,0.0,3.0
大工业用电,2020-01-04,110316.7122,82750.188,24,16,1,1,3.0,3.0
大工业用电,2020-01-05,103543.6194,83213.0802,24,16,1,1,3.0,8.0
大工业用电,2020-01-06,109921.4592,80866.24799999999,25,20,1,1,5.0,5.0
大工业用电,2020-01-07,109531.0482,77793.3912,26,16,1,1,3.0,0.0
大工业用电,2020-01-08,105050.0334,74976.8916,24,15,1,1,0.0,3.0
大工业用电,2020-01-09,104348.8584,76340.4306,25,17,1,1,3.0,3.0
大工业用电,2020-01-10,99783.0852,76142.2884,25,19,1,1,5.0,5.0
大工业用电,2020-01-11,94966.977,70088.6898,24,11,5,5,5.0,8.0
大工业用电,2020-01-12,83461.4976,62754.0822,15,9,1,1,5.0,3.0
大工业用电,2020-01-13,84637.8348,51269.6598,21,12,1,1,3.0,3.0
大工业用电,2020-01-14,75080.829,55639.3386,21,15,1,1,3.0,3.0
大工业用电,2020-01-15,66902.8524,49661.727,23,14,1,1,3.0,3.0
大工业用电,2020-01-16,58883.6124,45042.0834,23,13,5,5,5.0,3.0
大工业用电,2020-01-17,53413.3284,42290.1444,14,10,1,1,5.0,5.0
大工业用电,2020-01-18,47752.9332,33372.9996,15,12,1,1,5.0,5.0
大工业用电,2020-01-19,42063.768,32967.9024,15,12,1,1,5.0,5.0
大工业用电,2020-01-20,37901.175,29895.7338,18,12,1,1,5.0,3.0
大工业用电,2020-01-21,35649.9528,25923.012,21,15,1,1,5.0,5.0
大工业用电,2020-01-22,31070.3394,21643.581,24,18,1,1,3.0,5.0
大工业用电,2020-01-23,23421.7992,19151.3904,26,19,1,1,3.0,3.0
大工业用电,2020-01-24,22903.3572,18726.4326,27,19,1,1,5.0,3.0
大工业用电,2020-01-25,22615.4514,18987.5424,15,11,1,1,8.0,11.0
大工业用电,2020-01-26,22293.5514,10027.9578,15,7,5,5,8.0,5.0
大工业用电,2020-01-27,22782.876,16920.5088,15,7,1,1,3.0,3.0
大工业用电,2020-01-28,23103.8406,19619.3736,15,7,1,1,3.0,0.0
大工业用电,2020-01-29,21996.435,17074.0038,16,8,5,5,3.0,0.0
大工业用电,2020-01-30,22996.65,16422.1074,17,8,1,1,0.0,0.0
大工业用电,2020-01-31,23358.9654,14509.3596,20,8,1,1,0.0,3.0
大工业用电,2020-02-01,22617.1344,19633.4718,19,10,1,1,5.0,5.0
大工业用电,2020-02-02,23395.7742,19817.7666,20,14,1,1,5.0,5.0
大工业用电,2020-02-03,29507.6142,20023.4016,19,11,1,1,8.0,9.0
大工业用电,2020-02-04,29737.2198,25416.3516,15,11,1,1,6.0,6.0
大工业用电,2020-02-05,29775.2436,26593.2978,18,13,1,1,8.0,5.0
大工业用电,2020-02-06,29731.0074,26582.196,18,14,1,1,8.0,8.0
大工业用电,2020-02-07,29953.7892,26972.0694,16,12,1,1,8.0,5.0
大工业用电,2020-02-08,29898.4236,24123.1458,19,13,1,1,5.0,3.0
大工业用电,2020-02-09,30613.4076,27110.9202,18,12,1,1,5.0,5.0
大工业用电,2020-02-10,37162.4268,22549.9356,19,14,1,1,5.0,8.0
大工业用电,2020-02-11,37483.2894,29648.8698,18,14,1,1,8.0,5.0
大工业用电,2020-02-12,40961.5626,3675.5352,21,16,1,1,5.0,8.0
大工业用电,2020-02-13,41754.9252,30634.9332,21,17,1,1,13.0,11.0
大工业用电,2020-02-14,40905.6042,27561.1416,23,19,1,1,8.0,11.0
大工业用电,2020-02-15,40311.5556,27868.3452,21,8,5,5,15.0,11.0
大工业用电,2020-02-16,38134.779,27027.8706,12,6,5,5,8.0,5.0
大工业用电,2020-02-17,45202.7142,30931.4286,16,6,5,5,0.0,0.0
大工业用电,2020-02-18,46818.1524,32684.4516,17,8,1,1,0.0,0.0
大工业用电,2020-02-19,49358.8368,32881.2804,19,10,1,1,3.0,3.0
大工业用电,2020-02-20,42437.5368,27013.6044,22,12,1,1,3.0,3.0
大工业用电,2020-02-21,46016.6472,25042.1928,24,14,1,1,0.0,3.0
大工业用电,2020-02-22,47277.474,26964.3756,26,15,1,1,3.0,3.0
大工业用电,2020-02-23,50296.728,28655.2842,26,16,1,1,3.0,3.0
大工业用电,2020-02-24,60335.6316,32164.0122,25,18,1,1,3.0,3.0
大工业用电,2020-02-25,66768.2136,33827.9694,27,18,1,1,3.0,3.0
大工业用电,2020-02-26,69039.6222,39921.393,28,19,1,1,0.0,3.0
大工业用电,2020-02-27,74462.955,43758.8238,28,18,1,1,3.0,5.0
大工业用电,2020-02-28,75364.5498,46930.7076,26,19,1,1,5.0,5.0
大工业用电,2020-02-29,75890.4282,45386.2794,27,18,1,1,5.0,5.0
大工业用电,2020-03-01,72415.02,46580.868,27,19,1,1,3.0,3.0
大工业用电,2020-03-02,89982.8922,49859.544,26,18,1,1,3.0,3.0
大工业用电,2020-03-03,94500.1896,47432.1024,25,18,1,1,5.0,11.0
大工业用电,2020-03-04,95176.026,58366.749,18,13,1,1,,11.0
大工业用电,2020-03-05,97755.5454,59346.654,20,14,1,1,5.0,3.0
大工业用电,2020-03-06,98183.6046,61425.0114,21,18,1,1,5.0,5.0
大工业用电,2020-03-07,94784.8626,63021.8418,24,18,1,1,5.0,5.0
大工业用电,2020-03-08,93334.56,62944.1634,26,22,1,1,5.0,5.0
大工业用电,2020-03-09,103511.4102,66772.0248,26,18,5,5,8.0,11.0
大工业用电,2020-03-10,104097.1356,69204.8658,23,16,5,5,3.0,3.0
大工业用电,2020-03-11,104637.6234,71732.4162,24,18,1,1,3.0,8.0
大工业用电,2020-03-12,104789.5488,75440.8482,23,18,1,1,5.0,5.0
大工业用电,2020-03-13,110197.9806,78566.3736,27,18,1,1,8.0,8.0
大工业用电,2020-03-14,104002.854,73028.223,21,16,1,1,5.0,3.0
大工业用电,2020-03-15,92661.387,67463.616,24,17,1,1,3.0,3.0
大工业用电,2020-03-16,107960.889,79298.253,23,19,1,1,5.0,5.0
大工业用电,2020-03-17,112815.7266,81181.3206,23,20,1,1,5.0,8.0
大工业用电,2020-03-18,113799.8616,83488.6902,22,18,1,1,6.0,11.0
大工业用电,2020-03-19,115721.004,84133.1568,22,19,1,1,11.0,11.0
大工业用电,2020-03-20,113400.3636,81770.8932,24,21,1,1,6.0,5.0
大工业用电,2020-03-21,109331.9148,80709.3246,25,21,1,1,5.0,3.0
大工业用电,2020-03-22,100431.3336,77038.6818,29,21,1,1,3.0,3.0
大工业用电,2020-03-23,114657.7404,86005.1202,28,22,1,1,3.0,3.0
大工业用电,2020-03-24,115133.3904,79927.6956,29,22,1,1,5.0,6.0
大工业用电,2020-03-25,118633.8288,87142.4346,27,22,1,1,7.0,7.0
大工业用电,2020-03-26,114628.8348,84294.8196,27,20,1,1,7.0,7.0
大工业用电,2020-03-27,119821.341,85707.5568,27,17,1,1,13.0,15.0
大工业用电,2020-03-28,116312.9466,86584.8894,21,17,5,5,5.0,5.0
大工业用电,2020-03-29,107825.472,82306.896,21,18,1,1,5.0,8.0
大工业用电,2020-03-30,118312.638,88910.9142,16,13,1,1,8.0,8.0
大工业用电,2020-03-31,114880.4658,87491.4942,16,13,1,1,6.0,6.0
大工业用电,2020-04-01,117661.1328,77800.1118,18,14,1,1,6.0,6.0
大工业用电,2020-04-02,116945.445,88551.4272,18,14,1,1,8.0,8.0
大工业用电,2020-04-03,104595.2166,75413.157,19,16,1,1,8.0,8.0
大工业用电,2020-04-04,86937.8148,58555.9242,18,15,1,1,8.0,6.0
大工业用电,2020-04-05,89757.5592,60511.9368,16,15,1,1,11.0,11.0
大工业用电,2020-04-06,109213.47,79143.5376,16,14,1,1,13.0,8.0
大工业用电,2020-04-07,114672.3228,87645.68400000001,18,16,1,1,5.0,5.0
大工业用电,2020-04-08,114849.1884,88618.0986,24,17,1,1,3.0,3.0
大工业用电,2020-04-09,114602.0118,88617.6132,26,19,1,1,3.0,3.0
大工业用电,2020-04-10,113634.573,87891.4038,28,19,1,1,3.0,3.0
大工业用电,2020-04-11,109881.7338,81399.3654,27,15,5,5,13.0,6.0
大工业用电,2020-04-12,102863.8974,77031.2454,22,11,5,5,0.0,0.0
大工业用电,2020-04-13,110083.026,84245.3718,24,15,1,1,0.0,3.0
大工业用电,2020-04-14,110142.7368,83663.4792,23,15,1,1,5.0,5.0
大工业用电,2020-04-15,109010.3922,82227.8106,25,16,1,1,0.0,3.0
大工业用电,2020-04-16,109204.9188,87885.8124,27,18,1,1,3.0,3.0
大工业用电,2020-04-17,111399.6288,86272.8498,28,21,1,1,3.0,5.0
大工业用电,2020-04-18,108882.7986,80659.5372,28,22,1,1,5.0,5.0
大工业用电,2020-04-19,104638.9698,74316.435,29,23,1,1,3.0,3.0
大工业用电,2020-04-20,113342.9952,85060.1592,31,24,1,1,3.0,3.0
大工业用电,2020-04-21,120225.6954,88031.7498,31,21,1,1,7.0,11.0
大工业用电,2020-04-22,113873.0154,83529.1002,23,18,1,1,11.0,11.0
大工业用电,2020-04-23,114846.9576,85369.0944,20,16,1,1,11.0,9.0
大工业用电,2020-04-24,113327.571,84472.2852,19,15,1,1,8.0,5.0
大工业用电,2020-04-25,106120.5276,81075.2154,22,17,1,1,5.0,8.0
大工业用电,2020-04-26,101500.0944,77138.6694,25,19,1,1,5.0,5.0
大工业用电,2020-04-27,112037.4978,85886.7984,29,19,1,1,3.0,3.0
大工业用电,2020-04-28,115509.0324,88451.8128,30,20,1,1,3.0,3.0
大工业用电,2020-04-29,112926.1104,87334.245,31,21,1,1,3.0,3.0
大工业用电,2020-04-30,106964.4504,69573.342,31,22,1,1,3.0,3.0
大工业用电,2020-05-01,91227.3594,47123.691,32,23,1,1,0.0,3.0
大工业用电,2020-05-02,71070.8676,49849.0386,32,25,1,1,3.0,3.0
大工业用电,2020-05-03,83450.3442,65276.373,33,25,1,1,0.0,0.0
大工业用电,2020-05-04,106244.8386,76608.4404,35,26,1,1,0.0,0.0
大工业用电,2020-05-05,110857.128,82062.9906,35,27,1,1,3.0,3.0
大工业用电,2020-05-06,122112.0318,96007.6704,35,27,1,1,3.0,3.0
大工业用电,2020-05-07,125822.9454,97568.265,35,28,5,5,3.0,3.0
大工业用电,2020-05-08,129405.5124,99771.9288,34,28,1,1,3.0,3.0
大工业用电,2020-05-09,126186.018,94434.3204,35,27,1,1,3.0,7.0
大工业用电,2020-05-10,114581.6802,85107.561,32,25,1,1,11.0,11.0
大工业用电,2020-05-11,123372.9798,90190.035,31,24,1,1,11.0,11.0
大工业用电,2020-05-12,128142.3096,96624.0546,30,24,1,1,5.0,5.0
大工业用电,2020-05-13,128934.9444,97325.0262,33,26,1,1,7.0,3.0
大工业用电,2020-05-14,129172.4802,96629.2458,32,25,1,1,6.0,3.0
大工业用电,2020-05-15,126516.7122,96771.9306,34,26,1,1,3.0,3.0
大工业用电,2020-05-16,116669.1342,88574.5212,35,26,1,1,0.0,3.0
大工业用电,2020-05-17,104329.1688,80698.5672,32,24,1,1,7.0,13.0
大工业用电,2020-05-18,124881.4944,91561.9278,29,24,1,1,7.0,13.0
大工业用电,2020-05-19,126320.5764,97500.1104,31,24,1,1,7.0,7.0
大工业用电,2020-05-20,125587.7112,94200.057,33,25,1,1,7.0,
大工业用电,2020-05-21,129555.3792,99443.6916,29,25,1,1,15.0,13.0
大工业用电,2020-05-22,124235.4588,96238.4928,30,25,1,1,13.0,6.0
大工业用电,2020-05-23,119321.502,92670.669,30,24,1,1,5.0,7.0
大工业用电,2020-05-24,111757.5588,85754.1336,33,25,1,1,3.0,3.0
大工业用电,2020-05-25,129322.266,96810.267,30,25,1,1,13.0,13.0
大工业用电,2020-05-26,124831.2276,91479.8292,32,26,1,1,6.0,6.0
大工业用电,2020-05-27,124260.6054,96403.0104,31,25,1,1,5.0,5.0
大工业用电,2020-05-28,122790.717,96556.8636,32,25,1,1,3.0,3.0
大工业用电,2020-05-29,123755.3778,96315.6444,31,25,1,1,6.0,6.0
大工业用电,2020-05-30,119152.7172,91365.285,30,26,1,1,11.0,7.0
大工业用电,2020-05-31,108335.9118,81617.2752,33,26,1,1,7.0,3.0
大工业用电,2020-06-01,118027.8402,89530.5258,31,26,1,1,7.0,5.0
大工业用电,2020-06-02,117433.3698,89263.806,31,26,1,1,13.0,6.0
大工业用电,2020-06-03,111011.9034,91376.3796,33,25,1,1,7.0,6.0
大工业用电,2020-06-04,124167.3156,93841.1322,33,26,1,1,7.0,3.0
大工业用电,2020-06-05,126699.549,93252.2562,33,25,1,1,7.0,15.0
大工业用电,2020-06-06,116800.8006,86358.7158,30,25,1,1,11.0,14.0
大工业用电,2020-06-07,109299.318,82359.4536,29,25,1,1,13.0,7.0
大工业用电,2020-06-08,122890.1772,92499.858,30,26,1,1,14.0,8.0
大工业用电,2020-06-09,123317.769,90377.736,31,26,1,1,7.0,5.0
大工业用电,2020-06-10,122476.2072,90035.061,32,26,1,1,3.0,3.0
大工业用电,2020-06-11,119862.9222,89507.5476,35,27,1,1,3.0,3.0
大工业用电,2020-06-12,125335.3104,93140.7492,35,27,1,1,3.0,3.0
大工业用电,2020-06-13,120449.9208,86470.647,35,26,1,1,3.0,11.0
大工业用电,2020-06-14,109268.8128,80732.5164,30,25,5,5,,6.0
大工业用电,2020-06-15,123881.5956,89776.47300000001,31,26,1,1,6.0,6.0
大工业用电,2020-06-16,121114.5366,91569.2346,33,26,1,1,7.0,3.0
大工业用电,2020-06-17,124652.061,93831.8958,33,25,1,1,6.0,3.0
大工业用电,2020-06-18,128378.4912,93081.0102,33,26,1,1,6.0,3.0
大工业用电,2020-06-19,126654.9816,92547.7926,35,27,1,1,0.0,0.0
大工业用电,2020-06-20,120373.9656,89575.8558,35,27,1,1,0.0,3.0
大工业用电,2020-06-21,109520.6622,79793.6652,35,28,1,1,3.0,3.0
大工业用电,2020-06-22,127413.4914,93501.5898,35,28,1,1,3.0,3.0
大工业用电,2020-06-23,130809.7614,96501.567,35,29,1,1,3.0,3.0
大工业用电,2020-06-24,126411.4626,85995.5436,35,28,1,1,3.0,3.0
大工业用电,2020-06-25,102519.807,57544.6524,31,27,1,1,7.0,7.0
大工业用电,2020-06-26,103714.2474,63292.3896,34,27,1,1,3.0,3.0
大工业用电,2020-06-27,115043.5608,86725.056,35,27,1,1,3.0,3.0
大工业用电,2020-06-28,120584.187,87626.3694,35,28,1,1,3.0,3.0
大工业用电,2020-06-29,125326.029,92252.5614,35,28,1,1,3.0,3.0
大工业用电,2020-06-30,123467.1408,89776.3344,35,28,1,1,0.0,3.0
大工业用电,2020-07-01,120383.325,90474.0246,34,26,1,1,7.0,6.0
大工业用电,2020-07-02,126374.2938,93411.63,34,27,1,1,7.0,6.0
大工业用电,2020-07-03,125065.1346,544.8,33,27,1,1,7.0,6.0
大工业用电,2020-07-04,122525.9388,92072.4744,33,27,1,1,7.0,7.0
大工业用电,2020-07-04,122525.9388,92072.4744,33,27,1,1,7.0,7.0
大工业用电,2020-07-05,114038.5986,86598.006,35,27,1,1,3.0,3.0
大工业用电,2020-07-05,114038.5986,86598.006,35,27,1,1,3.0,3.0
大工业用电,2020-07-06,130482.495,95397.711,36,27,1,1,6.0,3.0
大工业用电,2020-07-07,135124.9878,98150.1594,35,28,1,1,3.0,3.0
大工业用电,2020-07-08,134151.3852,98432.0772,34,28,1,1,6.0,3.0
大工业用电,2020-07-09,133667.7156,99430.53,34,27,5,5,7.0,5.0
大工业用电,2020-07-10,133084.1826,97832.8086,35,29,1,1,3.0,3.0
大工业用电,2020-07-11,124069.3902,92034.591,35,29,1,1,3.0,3.0
大工业用电,2020-07-12,114632.9652,87325.4382,35,28,1,1,3.0,3.0
大工业用电,2020-07-13,133915.4328,99506.5472,36,28,1,1,0.0,0.0
大工业用电,2020-07-14,134201.1876,103179.72,37,28,1,1,3.0,3.0
大工业用电,2020-07-15,131144.8002,98913.0342,37,28,1,1,0.0,0.0
大工业用电,2020-07-16,129918.8412,100810.9926,36,29,1,1,3.0,3.0
大工业用电,2020-07-17,135924.6258,100318.2438,36,29,1,1,0.0,0.0
大工业用电,2020-07-18,129175.9512,98418.1722,37,28,1,1,3.0,3.0
大工业用电,2020-07-19,117179.8884,94177.0038,36,28,1,1,3.0,3.0
大工业用电,2020-07-20,132746.6964,104486.5314,36,29,1,1,3.0,3.0
大工业用电,2020-07-21,133916.6148,99244.653,36,28,1,1,3.0,3.0
大工业用电,2020-07-22,135056.592,99208.2408,37,28,1,1,0.0,0.0
大工业用电,2020-07-23,134482.2132,101066.4096,36,28,1,1,0.0,0.0
大工业用电,2020-07-24,135298.0008,585.336,38,28,1,1,0.0,3.0
大工业用电,2020-07-25,125723.3742,95738.8308,37,29,1,1,0.0,0.0
大工业用电,2020-07-26,114068.1768,86259.3294,38,29,1,1,0.0,0.0
大工业用电,2020-07-27,135921.2148,99726.0156,37,29,1,1,3.0,3.0
大工业用电,2020-07-28,136422.1968,100728.5694,36,28,1,1,3.0,3.0
大工业用电,2020-07-29,137459.8872,102119.0088,37,28,1,1,3.0,3.0
大工业用电,2020-07-30,136662.6144,101567.1708,35,27,1,1,7.0,7.0
大工业用电,2020-07-31,125902.9542,94072.2198,31,26,1,1,,11.0
大工业用电,2020-08-01,120165.6312,85405.4652,31,26,5,5,11.0,11.0
大工业用电,2020-08-02,111233.9862,89415.144,29,25,1,1,,6.0
大工业用电,2020-08-03,130445.2332,98434.3146,31,25,1,1,11.0,6.0
大工业用电,2020-08-04,131631.62099999998,101119.4562,35,26,1,1,7.0,7.0
大工业用电,2020-08-05,127867.9218,100461.8838,30,25,1,1,11.0,11.0
大工业用电,2020-08-06,132776.8998,101755.4016,33,26,1,1,7.0,3.0
大工业用电,2020-08-07,134750.6358,100321.5264,35,26,1,1,3.0,3.0
大工业用电,2020-08-08,128809.8822,97627.9614,34,26,1,1,8.0,5.0
大工业用电,2020-08-09,117846.0474,92168.8872,36,27,1,1,3.0,3.0
大工业用电,2020-08-10,132428.8848,99927.8928,36,27,1,1,3.0,3.0
大工业用电,2020-08-11,130271.2206,99405.4326,36,27,1,1,3.0,3.0
大工业用电,2020-08-12,130283.4606,97771.8222,32,26,5,5,7.0,7.0
大工业用电,2020-08-13,130430.1912,99985.9248,33,25,5,5,11.0,11.0
大工业用电,2020-08-14,128910.1254,101009.8446,33,26,5,5,6.0,7.0
大工业用电,2020-08-15,121223.7432,94145.4162,34,26,1,1,6.0,6.0
大工业用电,2020-08-16,111414.2574,90065.5902,34,27,1,1,7.0,7.0
大工业用电,2020-08-17,132992.7582,101494.218,33,26,5,5,8.0,8.0
大工业用电,2020-08-18,136877.895,101204.073,33,25,1,1,8.0,8.0
大工业用电,2020-08-19,130450.0632,100483.4952,28,26,5,5,8.0,5.0
大工业用电,2020-08-20,136072.8798,103693.782,32,27,5,5,7.0,7.0
大工业用电,2020-08-21,135139.8684,103201.5714,36,26,1,1,8.0,8.0
大工业用电,2020-08-22,131651.1108,99594.5904,35,26,1,1,3.0,3.0
大工业用电,2020-08-23,117816.693,94728.7212,35,26,1,1,7.0,3.0
大工业用电,2020-08-24,137684.41199999998,105527.9094,34,26,1,1,3.0,3.0
大工业用电,2020-08-25,141230.6652,83573.88900000001,36,26,1,1,3.0,3.0
大工业用电,2020-08-26,135088.8306,102746.5086,31,24,1,1,5.0,3.0
大工业用电,2020-08-27,139386.6978,105228.7596,34,25,1,1,3.0,3.0
大工业用电,2020-08-28,138422.2896,56318.406,36,27,1,1,3.0,3.0
大工业用电,2020-08-29,130119.2136,4.8,36,28,1,1,3.0,0.0
大工业用电,2020-08-30,118844.9526,96391.8798,35,27,1,1,3.0,3.0
大工业用电,2020-08-31,129379.6117,83474.2806,35,27,1,1,7.0,7.0
大工业用电,2020-09-01,130772.0316,101017.8162,36,28,1,1,7.0,3.0
大工业用电,2020-09-02,136218.5484,75766.5078,36,27,1,1,3.0,3.0
大工业用电,2020-09-03,138234.2118,104110.5486,36,28,1,1,3.0,3.0
大工业用电,2020-09-04,138173.3514,104300.3544,35,27,1,1,7.0,3.0
大工业用电,2020-09-05,133672.2444,99054.2976,33,27,1,1,7.0,7.0
大工业用电,2020-09-06,121062.5334,93611.4726,34,26,1,1,7.0,7.0
大工业用电,2020-09-07,137583.4038,105576.7212,33,25,1,1,7.0,7.0
大工业用电,2020-09-08,135510.3816,5827.0212,32,26,1,1,7.0,11.0
大工业用电,2020-09-09,136491.4884,107080.2576,33,25,1,1,7.0,7.0
大工业用电,2020-09-10,137220.6024,105447.3852,32,25,1,1,7.0,7.0
大工业用电,2020-09-11,136072.7232,104464.5612,33,25,1,1,7.0,7.0
大工业用电,2020-09-12,134556.5964,103430.6928,32,25,1,1,11.0,11.0
大工业用电,2020-09-13,121947.7386,94819.3938,31,24,1,1,11.0,7.0
大工业用电,2020-09-14,136107.18300000002,104128.461,33,25,1,1,7.0,7.0
大工业用电,2020-09-15,134958.2526,105088.7514,31,25,1,1,7.0,7.0
大工业用电,2020-09-16,132671.9088,104991.8502,32,24,1,1,7.0,3.0
大工业用电,2020-09-17,140373.6528,106788.3306,33,25,1,1,7.0,7.0
大工业用电,2020-09-18,134195.8734,104722.5984,29,24,1,1,11.0,11.0
大工业用电,2020-09-19,128641.7064,99864.8352,28,25,1,1,11.0,7.0
大工业用电,2020-09-20,120643.4418,93455.6166,30,25,1,1,11.0,7.0
大工业用电,2020-09-21,136557.8448,106402.6584,33,25,1,1,7.0,7.0
大工业用电,2020-09-22,137284.6992,107861.4354,32,24,1,1,7.0,7.0
大工业用电,2020-09-23,135219.435,104959.9212,31,24,1,1,7.0,7.0
大工业用电,2020-09-24,135326.7714,104660.9034,30,24,1,1,7.0,3.0
大工业用电,2020-09-25,130819.6866,103327.0104,31,24,1,1,3.0,3.0
大工业用电,2020-09-26,130506.0324,101918.9532,28,24,1,1,11.0,11.0
大工业用电,2020-09-27,124701.5286,100155.8904,28,23,1,1,7.0,7.0
大工业用电,2020-09-28,131063.331,104516.472,30,25,1,1,7.0,7.0
大工业用电,2020-09-29,130218.8832,102107.0364,29,24,1,1,7.0,7.0
大工业用电,2020-09-30,116345.1282,78200.2428,30,23,1,1,11.0,7.0
大工业用电,2020-10-01,90035.7624,43765.3278,28,24,1,1,7.0,3.0
大工业用电,2020-10-02,59622.4158,46629.2454,31,23,1,1,7.0,3.0
大工业用电,2020-10-03,84833.6496,55833.1926,31,23,1,1,3.0,3.0
大工业用电,2020-10-04,101609.781,81071.9826,33,22,1,1,7.0,8.0
大工业用电,2020-10-05,114554.778,90953.2806,28,21,5,5,5.0,5.0
大工业用电,2020-10-06,119026.9368,94741.1784,29,21,1,1,3.0,3.0
大工业用电,2020-10-07,118154.0058,94135.7664,29,21,1,1,3.0,3.0
大工业用电,2020-10-08,117571.686,97623.4104,27,20,5,5,3.0,3.0
大工业用电,2020-10-09,120946.6248,97398.6732,27,20,1,1,3.0,3.0
大工业用电,2020-10-10,126473.1558,100123.872,28,21,1,1,3.0,3.0
大工业用电,2020-10-11,115958.586,92628.8766,29,21,1,1,3.0,3.0
大工业用电,2020-10-12,126638.6754,100217.6664,28,21,1,1,3.0,3.0
大工业用电,2020-10-13,127186.3422,104279.883,26,22,1,1,8.0,8.0
大工业用电,2020-10-14,129905.6382,104034.6144,24,22,1,1,8.0,8.0
大工业用电,2020-10-15,129375.9912,99446.4408,29,22,1,1,5.0,3.0
大工业用电,2020-10-16,121828.9962,98407.491,30,20,5,5,3.0,3.0
大工业用电,2020-10-17,123557.1552,96996.8988,29,22,1,1,3.0,3.0
大工业用电,2020-10-18,114801.5784,88089.9276,28,21,1,1,3.0,3.0
大工业用电,2020-10-19,122849.2884,98811.3246,26,20,5,5,3.0,3.0
大工业用电,2020-10-20,126508.638,101358.7908,26,19,1,1,3.0,3.0
大工业用电,2020-10-21,124796.2548,99924.2052,27,19,5,5,3.0,5.0
大工业用电,2020-10-22,122995.3956,100971.0894,25,19,5,5,3.0,3.0
大工业用电,2020-10-23,122421.9702,101693.7048,26,17,5,5,3.0,5.0
大工业用电,2020-10-24,121180.4814,98825.007,24,20,1,1,5.0,3.0
大工业用电,2020-10-25,113587.761,91258.6458,27,20,1,1,5.0,5.0
大工业用电,2020-10-26,120364.8978,97501.8222,29,21,1,1,3.0,3.0
大工业用电,2020-10-27,127907.3418,99818.3106,30,21,1,1,0.0,3.0
大工业用电,2020-10-28,128492.9004,102282.4344,31,21,1,1,3.0,3.0
大工业用电,2020-10-29,123670.7964,101077.9476,25,19,5,5,8.0,3.0
大工业用电,2020-10-30,123508.8336,100984.0926,27,20,1,1,3.0,3.0
大工业用电,2020-10-31,115249.1004,93970.1448,27,21,1,1,3.0,3.0
大工业用电,2020-11-01,104185.05,86104.134,29,20,1,1,3.0,3.0
大工业用电,2020-11-02,120032.6142,91602.5856,27,19,5,5,5.0,3.0
大工业用电,2020-11-03,124007.2908,99960.6354,26,19,1,1,3.0,3.0
大工业用电,2020-11-04,122787.0132,100800.603,27,19,1,1,3.0,3.0
大工业用电,2020-11-05,125283.5952,102678.5604,28,18,1,1,3.0,3.0
大工业用电,2020-11-06,125663.1336,99623.1006,29,20,5,5,3.0,3.0
大工业用电,2020-11-07,122833.0824,98275.0452,29,20,5,5,3.0,3.0
大工业用电,2020-11-08,113339.0922,89745.08099999998,27,19,1,1,3.0,3.0
大工业用电,2020-11-09,125183.7438,98128.584,26,17,1,1,3.0,3.0
大工业用电,2020-11-10,122342.1204,100327.1388,25,18,1,1,3.0,3.0
大工业用电,2020-11-11,118966.4286,97017.8082,25,15,1,1,3.0,3.0
